index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country
https://www.bostonherald.com/2023/05/24/typhoon-mawar-lashes-guam-as-category-4-storm-with-strong-winds-rain/,https://www.bostonherald.com/2023/05/24/typhoon-mawar-lashes-guam-as-category-4-storm-with-strong-winds-rain/,0,www.bostonherald.com,"Super Typhoon Mawar lashes Guam as Category 4 storm with strong winds, rain","The National Weather Service says Super Typhoon Mawar has barreled into Guam as a powerful Category 4 storm. It is pummeling the U.S. Pacific territory with high winds, heavy rains and a dangerous storm surge swamping low-lying areas as residents hunker down …",https://www.bostonherald.com/wp-content/uploads/2023/05/Tropical_Weather_63463-2.jpg?w=1024&h=728,2023-05-24T13:05:19Z,https://web.archive.org/web/20230524162155/https://www.bostonherald.com/2023/05/24/typhoon-mawar-lashes-guam-as-category-4-storm-with-strong-winds-rain/,"By GRACE GARCES BORDALLO and JENNIFER SINCO KELLEHER (Associated Press)
HAGATNA, Guam (AP) — Typhoon Mawar inched over Guam as a powerful Category 4 storm on Thursday, relentlessly lashing the U.S. … [+6662 chars]",,en,,,,
https://www.bostonherald.com/2023/05/24/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us-pacific-territory/,https://www.bostonherald.com/2023/05/24/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us-pacific-territory/,0,www.bostonherald.com,"Typhoon Mawar flips cars, cuts power on Guam as scope of damage emerges in US Pacific territory","Powerful Typhoon Mawar is churning slowly over the U.S. Pacific territory of Guam, lashing the island with wind and rain, tearing down trees, walls and power lines, flipping cars, and pushing dangerous storm surge ashore as first-responders wait for daylight …",https://www.bostonherald.com/wp-content/uploads/2023/05/Tropical_Weather_63463-2.jpg?w=1024&h=728,2023-05-24T19:22:52Z,https://web.archive.org/web/20230524202118/https://www.bostonherald.com/2023/05/24/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us-pacific-territory/,"By GRACE GARCES BORDALLO and SARAH BRUMFIELD (Associated Press)
HAGATNA, Guam (AP) — Powerful Typhoon Mawar churned slowly over the U.S. Pacific territory of Guam on Thursday, lashing the island wit… [+7559 chars]",,en,,,,
https://www.denverpost.com/2023/05/24/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us-pacific-territory/,https://www.denverpost.com/2023/05/24/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us-pacific-territory/,0,www.denverpost.com,"Typhoon Mawar flips cars, cuts power on Guam as scope of damage emerges in US Pacific territory","Powerful Typhoon Mawar is churning slowly over the U.S. Pacific territory of Guam, lashing the island with wind and rain, tearing down trees, walls and power lines, flipping cars, and pushing dangerous storm surge ashore as first-responders wait for daylight …",https://www.denverpost.com/wp-content/uploads/2023/05/Tropical_Weather_63463-2.jpg?w=1024&h=728,2023-05-24T19:22:52Z,https://web.archive.org/web/20230524194025/https://www.denverpost.com/2023/05/24/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us-pacific-territory/,"By GRACE GARCES BORDALLO and SARAH BRUMFIELD (Associated Press)
HAGATNA, Guam (AP) — Powerful Typhoon Mawar churned slowly over the U.S. Pacific territory of Guam on Thursday, lashing the island wit… [+7442 chars]",,en,,,,
https://www.business-standard.com/world-news/earthquake-of-6-2-magnitude-jolts-indonesia-no-threat-of-tsunami-123052500077_1.html,https://www.business-standard.com/world-news/earthquake-of-6-2-magnitude-jolts-indonesia-no-threat-of-tsunami-123052500077_1.html,0,www.business-standard.com,"Earthquake of 6.2-magnitude jolts Indonesia, no threat of tsunami","A 6.2-magnitude earthquake hit Indonesia's eastern province of Maluku, but did not trigger a tsunami, the country's meteorology, climatology and geophysics agency said",https://bsmedia.business-standard.com/_media/bs/img/article/2021-12/14/full/1639456349-1798.jpg,2023-05-25T01:18:55Z,https://web.archive.org/web/20230525061423/https://www.business-standard.com/world-news/earthquake-of-6-2-magnitude-jolts-indonesia-no-threat-of-tsunami-123052500077_1.html,"A 6.2-magnitude earthquake hit Indonesia's eastern province of Maluku, but did not trigger a tsunami, the country's meteorology, climatology and geophysics agency said.
The weather agency reported t… [+518 chars]",,en,,,,
https://www.independent.co.uk/tv/news/weather-earthquake-colombia-panama-tremor-b2346104.html,https://www.independent.co.uk/tv/news/weather-earthquake-colombia-panama-tremor-b2346104.html,0,www.independent.co.uk,CCTV footage shows magnitude 6.6 earthquake rattling shop in Colombia,A shop shook as a magnitude 6.6 earthquake struck the Panama-Colombia border on Wednesday evening (24 May).,https://cdn.jwplayer.com/v2/media/GczFMpY3/poster.jpg?width=720,2023-05-25T21:34:43Z,https://web.archive.org/web/20230526015923/https://www.independent.co.uk/tv/news/weather-earthquake-colombia-panama-tremor-b2346104.html,"A shop shook as a magnitude 6.6 earthquake struck the Panama-Colombia border on Wednesday evening (24 May).
CCTV shows product shelves rattling as the quake hit Necolia in Anqioquia.
Tremors were f… [+321 chars]",,en,,,,
https://www.ndtv.com/india-news/mild-earthquake-tremors-felt-in-delhi-neighbouring-areas-4072952,https://www.ndtv.com/india-news/mild-earthquake-tremors-felt-in-delhi-neighbouring-areas-4072952,0,www.ndtv.com,"Mild Earthquake Tremors Felt In Delhi, Neighbouring Areas",Mild earthquake tremors were today felt in Delhi and neighbouring areas. There were no immediate reports of any injuries or damage.,https://i.ndtvimg.com/i/2016-12/earthquake-generic_650x400_71481076561.jpg,2023-05-28T06:08:54Z,https://web.archive.org/web/20230528062846/https://www.ndtv.com/india-news/mild-earthquake-tremors-felt-in-delhi-neighbouring-areas-4072952,"New Delhi: Mild earthquake tremors were today felt in Delhi and neighbouring areas. There were no immediate reports of any injuries or damage.
The tremors, which lasted for a few seconds, occurred a… [+439 chars]",,en,,,,
https://indianexpress.com/article/cities/delhi/delhi-tremors-earthquake-afghanistan-8633096/,https://indianexpress.com/article/cities/delhi/delhi-tremors-earthquake-afghanistan-8633096/,0,indianexpress.com,"5.2-magnitude earthquake jolts Afghanistan, mild tremors felt in Delhi","In a tweet, the National Centre for Seismology (NCS) said, ""Earthquake of Magnitude:5.2, Occurred on 28-05-2023, 11:19:55 IST, Lat: 36.56 & Long: 71.13, Depth: 220 Km ,Location:  Afghanistan"".",https://images.indianexpress.com/2023/05/Quake-1-1.jpeg,2023-05-28T06:18:30Z,https://web.archive.org/web/20230528075916/https://indianexpress.com/article/cities/delhi/delhi-tremors-earthquake-afghanistan-8633096/,"Mild tremors were felt in Delhi and across National Capital Regions (NCR) after a 5.2 magnitude earthquake struck Afghanistan on Sunday, IMD officials said.According to India’s National Center for Se… [+669 chars]",,en,,,,
https://www.business-standard.com/india-news/medium-intensity-earthquake-jolts-j-k-123052800306_1.html,https://www.business-standard.com/india-news/medium-intensity-earthquake-jolts-j-k-123052800306_1.html,0,www.business-standard.com,"Medium intensity earthquake hits Jammu and Kashmir, tremors felt in Delhi",A medium intensity earthquake measuring 5.2 on the Richter scale jolted J&K on Sunday as no immediate report of casualty or damage to property was reported from anywhere.,https://bsmedia.business-standard.com/_media/bs/img/article/2021-12/14/full/1639456349-1798.jpg,2023-05-28T06:41:45Z,https://web.archive.org/web/20230528123432/https://www.business-standard.com/india-news/medium-intensity-earthquake-jolts-j-k-123052800306_1.html,"A medium intensity earthquake measuring 5.2 on the Richter scale jolted J&amp;K on Sunday as no immediate report of casualty or damage to property was reported from anywhere.
Residents in Srinagar c… [+824 chars]",,en,,,,
https://economictimes.indiatimes.com/news/india/jammu-and-kashmir-tremors-felt-in-poonch-srinagar-after-earthquake-hits-afghanistan/videoshow/100571959.cms,https://economictimes.indiatimes.com/news/india/jammu-and-kashmir-tremors-felt-in-poonch-srinagar-after-earthquake-hits-afghanistan/videoshow/100571959.cms,0,economictimes.indiatimes.com,"Jammu and Kashmir: Tremors felt in Poonch, Srinagar after earthquake hits Afghanistan","Strong earthquake tremors were felt on May 28 in the Poonch district of Jammu and Kashmir. The tremors were also felt in Srinagar after a 5.2 magnitude earthquake hit Fayzabad in Afghanistan. As per National Center for Seismology, the quake was reported at 11…","https://img.etimg.com/thumb/msid-100571959,width-1070,height-580,overlay-economictimes/photo.jpg",2023-05-28T13:35:27Z,https://web.archive.org/web/20230528163938/http://economictimes.indiatimes.com/news/india/jammu-and-kashmir-tremors-felt-in-poonch-srinagar-after-earthquake-hits-afghanistan/videoshow/100571959.cms,Strong earthquake tremors were felt on May 28 in the Poonch district of Jammu and Kashmir. The tremors were also felt in Srinagar after a 5.2 magnitude earthquake hit Fayzabad in Afghanistan. As per … [+155 chars],,en,,,,
https://www.business-standard.com/india-news/mild-tremors-in-parts-of-punjab-haryana-as-5-2-quake-hits-afghanistan-123052800718_1.html,https://www.business-standard.com/india-news/mild-tremors-in-parts-of-punjab-haryana-as-5-2-quake-hits-afghanistan-123052800718_1.html,0,www.business-standard.com,"Mild tremors in parts of Punjab, Haryana as 5.2 quake hits Afghanistan","Mild tremors were felt in parts of Punjab and Haryana after a 5.2 magnitude earthquake struck Afghanistan on Sunday.
The tremors, which lasted for a few seconds, occurred around 11:20 am, seismologists said.
""The tremors were mild. I felt a jolt as the tremor…",https://bsmedia.business-standard.com/_media/bs/img/article/2021-12/14/full/1639456349-1798.jpg,2023-05-28T15:16:12Z,https://web.archive.org/web/20230529022059/https://www.business-standard.com/india-news/mild-tremors-in-parts-of-punjab-haryana-as-5-2-quake-hits-afghanistan-123052800718_1.html,"Mild tremors were felt in parts of Punjab and Haryana after a 5.2 magnitude earthquake struck Afghanistan on Sunday.
The tremors, which lasted for a few seconds, occurred around 11:20 am, seismologi… [+516 chars]",,en,,,,
https://www.bangkokpost.com/opinion/opinion/2580405/menstrual-health-and-climate-crisis,https://www.bangkokpost.com/opinion/opinion/2580405/menstrual-health-and-climate-crisis,0,www.bangkokpost.com,Menstrual health and climate crisis,"Menstruation is too often treated as a taboo topic and this stigma is pronounced in emergencies, where the challenges of managing menstruation are amplified. Asia and the Pacific are especially vulnerable to climate change, with droughts, floods and extreme s…",https://static.bangkokpost.com/media/content/dcx/2023/05/29/4772940_700.jpg,2023-05-28T21:30:00Z,,"Menstruation is too often treated as a taboo topic and this stigma is pronounced in emergencies, where the challenges of managing menstruation are amplified. Asia and the Pacific are especially vulne… [+3772 chars]",,en,,,,
