index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country,ipcc,continent
https://economictimes.indiatimes.com/news/india/delhi-air-stays-very-poor-imd-issues-yellow-alert-for-thunderstorms/articleshow/127831779.cms,https://economictimes.indiatimes.com/news/india/delhi-air-stays-very-poor-imd-issues-yellow-alert-for-thunderstorms/articleshow/127831779.cms,0,economictimes.indiatimes.com,Delhi air stays 'Very Poor'; IMD issues yellow alert for thunderstorms,Delhi's air quality is in the 'very poor' category today. Isolated thunderstorms with lightning and gusty winds are expected. Many airports across North and Central India experienced fog. Other major Indian cities show varied air quality. Delhi's AQI was 318 …,"https://img.etimg.com/thumb/msid-127831808,width-1200,height-630,imgsize-44660,overlay-economictimes/articleshow.jpg",2026-02-01T03:31:10Z,,"New Delhi: The air quality in the national capital remained in the 'very poor category' on Sunday morning, with the overall Air Quality Index (AQI) recorded at 318 around 8 am, according to the Centr… [+3344 chars]",,en,Fog India,Fog,wmo,India,SAS,Asia
