week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2023-30,0.18565199170759925,0.9653452892292822,0.039697674698888144,1.1028545904223586,33.0
2023-31,-0.027361733139078488,0.9268360006883061,inf,1.0,185.0
2023-32,0.0076639283219559285,0.9715498750087402,-0.013441699916547483,0.9251179094289933,323.0
2023-33,-0.028406788436446558,0.8651254127137009,-0.14278985309733047,0.9773787356669597,330.0
2023-34,0.09665727462916497,0.8875545556400276,-0.05680420096579129,0.9605551761218125,345.0
2023-35,0.050543503231363696,0.9130208708630794,-0.02843457478124865,1.020452288793064,373.0
2023-36,-0.08793953317692342,0.9658509655690607,0.07594514272536,0.8971432960332021,481.0
2023-37,-0.044375840583306285,0.9512402966313179,inf,1.0,597.0
2023-38,-0.017814182843983777,0.9239178441439008,0.17070959744480815,0.9392692147837874,372.0
2023-39,0.2253751023684239,1.0668131082064634,0.011868049309156971,0.945375497560349,211.0
2023-40,-0.027688065848442262,0.9909744596620205,0.04508692837771982,0.9027462458479638,169.0
2023-41,0.08196471212002192,1.0783161701110526,0.13666231221130437,1.083640316700944,84.0
2023-42,-0.06821020998334412,0.7342378962982603,-0.05884207966187108,0.9120484354591016,84.0
2023-43,0.06155555250023345,0.5177726615349663,-0.23368631460601594,1.2654269281248964,4.0
