,phrase,label,sentiment,subjectivity,language,count
AP,AP,ORG,0.011974728587294025,0.36270670617921913,en,191
Reuters,Reuters,ORG,0.04602556714569702,0.3949557170823406,en,154
Hurricane Idalia,Hurricane Idalia,ORG,-0.002416764618751364,0.31527935456743417,en,151
Storm Daniel,Storm Daniel,ORG,-0.07247752622752622,0.3547288522288522,en,74
Idalia,Idalia,ORG,-0.008115680615680621,0.35938431938431936,en,63
Associated Press,Associated Press,ORG,-0.051405159341600025,0.3436003558588304,en,59
the National Hurricane Center,the National Hurricane Center,ORG,-0.04530575631211226,0.29173351758097527,en,59
Bloomberg,Bloomberg,ORG,0.02906930701573555,0.3576144952930666,en,42
Super Typhoon Saola,Super Typhoon Saola,ORG,0.1308649966931217,0.3675348048941799,en,40
EU,EU,ORG,-0.05404495320855614,0.2782655600118836,en,34
IMD,IMD,ORG,0.03547385620915033,0.3591503267973857,en,34
El Niño,El Niño,ORG,0.08681512090603001,0.39168962350780534,en,33
UN,UN,ORG,-0.015594553913519419,0.3875232621784346,en,29
AFP,AFP,ORG,-0.009705967723209105,0.31953108672936265,en,29
Ophelia,Ophelia,ORG,0.005218855218855213,0.3683221099887766,en,27
National Hurricane Center,National Hurricane Center,ORG,-0.039965207631874305,0.30554320987654315,en,27
Microsoft,Microsoft,ORG,0.050622086247086244,0.4892424242424242,en,26
NATO,NATO,ORG,0.03532051282051283,0.3456410256410256,en,26
Hamas,Hamas,ORG,-0.010890033879164313,0.34107825145868625,en,23
Alaska Airlines,Alaska Airlines,ORG,-0.03035858063031977,0.37249971244536473,en,23
NASA,NASA,ORG,0.13934594391116129,0.32436570675701115,en,23
The National Hurricane Center,The National Hurricane Center,ORG,-0.08823347107438018,0.23800964187327825,en,22
Maritime Canada,Maritime Canada,ORG,-0.07872326074598802,0.4314344090253181,en,22
Daniel,Daniel,ORG,-0.22904761904761908,0.48410714285714285,en,21
the U.S. National Hurricane Center,the U.S. National Hurricane Center,ORG,-0.10230158730158728,0.19079365079365085,en,21
The National Weather Service,The National Weather Service,ORG,0.004810606060606058,0.2599242424242424,en,20
Slashdot,Slashdot,ORG,0.03209023268398267,0.4948262987012987,en,20
CBS Interactive Inc. All,CBS Interactive Inc. All,ORG,0.02962962962962963,0.06481481481481483,en,18
U.N.,U.N.,ORG,0.06554232804232803,0.17688492063492062,en,18
Sun,Sun,ORG,0.00147058823529411,0.23519607843137263,en,17
BRICS,BRICS,ORG,0.03825014854426619,0.17552881758764113,en,17
Tornado Cash,Tornado Cash,ORG,-0.010937500000000005,0.19014423076923076,en,16
"CBS News
","CBS News
",ORG,0.0020833333333333333,0.016666666666666666,en,16
G20,G20,ORG,0.08666847041847042,0.2942983405483405,en,15
Xinhua,Xinhua,ORG,0.04405892255892257,0.403949494949495,en,15
BBC,BBC,ORG,0.07347619047619046,0.22908201058201058,en,15
Tropical Storm Idalia,Tropical Storm Idalia,ORG,-0.0342962962962963,0.32457407407407407,en,15
Maui,Maui,ORG,-0.018333333333333333,0.18055555555555555,en,15
Burning Man,Burning Man,ORG,0.04826388888888889,0.2385841836734694,en,14
Sul,Sul,ORG,-0.07820512820512816,0.3306837606837607,en,13
Trump,Trump,ORG,-0.01682206682206684,0.28728826728826723,en,13
Franklin,Franklin,ORG,0.08012820512820512,0.2786858974358974,en,13
the National Weather Service,the National Weather Service,ORG,0.069245337995338,0.5176233488733489,en,13
NEMA,NEMA,ORG,-0.008333333333333331,0.18333333333333335,en,12
eastern Canada,eastern Canada,ORG,-0.08295454545454546,0.5247474747474747,en,12
DERNA,DERNA,ORG,-0.040833333333333326,0.4855555555555555,en,12
Nikon,Nikon,ORG,0.028356481481481483,0.2969907407407408,en,12
Hurricane Dora,Hurricane Dora,ORG,0.09404903198653197,0.3666696127946128,en,12
REUTERS,REUTERS,ORG,0.09523071625344351,0.2711604683195592,en,11
Taliban,Taliban,ORG,0.06722222222222221,0.17297979797979798,en,11
the India Meteorological Department,the India Meteorological Department,ORG,0.021085858585858593,0.5309343434343433,en,11
Red Crescent,Red Crescent,ORG,0.015454545454545455,0.13636363636363635,en,11
Climate,Climate,ORG,0.122972582972583,0.4765268759018759,en,11
Independent Climate,Independent Climate,ORG,0.122972582972583,0.4765268759018759,en,11
Disney,Disney,ORG,0.03625,0.13499999999999998,en,10
CNN,CNN,ORG,-0.2,0.3227777777777777,en,10
AVAX,AVAX,ORG,0.047624999999999994,0.550375,en,10
GOP,GOP,ORG,-0.01523809523809524,0.3188690476190476,en,10
Amazon,Amazon,ORG,0.0,0.275,en,10
