,phrase,label,sentiment,subjectivity,language,count
Libya,Libya,GPE,-0.06692927107661047,0.34643797870655324,en,498
China,China,GPE,0.007432235085424163,0.3298590708308814,en,439
Greece,Greece,GPE,-0.04852728363018919,0.3441452713728746,en,413
Florida,Florida,GPE,0.011302217260550586,0.346774220746443,en,333
California,California,GPE,0.006383982837656962,0.3052510730306259,en,313
Hawaii,Hawaii,GPE,-0.007285703675409546,0.3086383750172679,en,289
Atlantic,Atlantic,LOC,0.0441439171003778,0.3795180537315367,en,267
U.S.,U.S.,GPE,0.012449485804999117,0.3610761669150451,en,263
Canada,Canada,GPE,0.001208703652023487,0.3587220156511657,en,247
US,US,GPE,0.012608380988010611,0.35748233609859126,en,243
Derna,Derna,GPE,-0.03847484657918979,0.3101028663348577,en,236
Australia,Australia,GPE,0.03897163130986664,0.3823816942233231,en,221
New England,New England,LOC,0.05447658636813895,0.5057186388784559,en,219
Mexico,Mexico,GPE,-0.060273488307734845,0.3302109335362763,en,219
Maui,Maui,GPE,-0.034025872325074445,0.3499375313417866,en,188
Taiwan,Taiwan,GPE,0.05381373066104082,0.22996132208157527,en,158
Hong Kong,Hong Kong,GPE,0.06589907323688969,0.3217547593932085,en,158
Europe,Europe,LOC,0.04764267220121649,0.4110939366540633,en,158
Spain,Spain,GPE,-0.00039641797596343353,0.30497145783509405,en,143
Southern California,Southern California,LOC,0.01915757592694212,0.268364818540875,en,142
Morocco,Morocco,GPE,-0.017265898783755933,0.4240539064110494,en,140
North Carolina,North Carolina,GPE,0.04137844611528821,0.458984962406015,en,133
Beijing,Beijing,GPE,-0.08529922452441534,0.2825534571450602,en,131
Brazil,Brazil,GPE,-0.04187305404765725,0.2844237690586897,en,126
Ukraine,Ukraine,GPE,0.048091486291486296,0.3058627417027417,en,125
India,India,GPE,0.03906142760134357,0.3719345617034692,en,119
Caribbean,Caribbean,LOC,0.035953282828282807,0.3751645923520924,en,112
Maine,Maine,GPE,0.011533475065028453,0.33891408034611914,en,103
Lahaina,Lahaina,GPE,-0.012210324533853945,0.31634014215631856,en,102
Russia,Russia,GPE,-0.03079994624112271,0.25680972894208187,en,102
the Atlantic Ocean,the Atlantic Ocean,LOC,0.04238756923679605,0.3677642527384796,en,97
Turkey,Turkey,GPE,-0.08050956927910051,0.30771205357142856,en,96
Japan,Japan,GPE,0.07665640619444967,0.31458837861011757,en,92
Bulgaria,Bulgaria,GPE,-0.11721650326797388,0.35850980392156867,en,85
Mediterranean,Mediterranean,LOC,0.011636181829634213,0.43522760198355426,en,84
the United States,the United States,GPE,0.05026386642458071,0.43340820885463727,en,78
Baja,Baja,GPE,-0.05431103801169591,0.3034978070175438,en,76
United States,United States,GPE,-0.010943093371664795,0.3745143582822153,en,74
Norway,Norway,GPE,-0.04568202277403665,0.38153210344182586,en,72
Washington,Washington,GPE,-0.02721049783549783,0.34306289081289076,en,70
New York,New York,GPE,0.08354047723612935,0.44504233152783873,en,69
Afghanistan,Afghanistan,GPE,0.021530365769496185,0.2951368760064412,en,69
Philippines,Philippines,GPE,0.02269626910931257,0.23706947842817402,en,69
Italy,Italy,GPE,0.04113842104076478,0.395072939213564,en,64
Georgia,Georgia,GPE,0.005646043771043773,0.2796127946127946,en,63
UK,UK,GPE,0.0485262145262145,0.32784586940836935,en,60
Portugal,Portugal,GPE,0.033849328637464225,0.3689908161518331,en,59
the East Coast,the East Coast,LOC,0.04559557438794725,0.4178436911487758,en,59
Israel,Israel,GPE,0.016810225984333134,0.30031897418058134,en,56
Texas,Texas,GPE,-0.007232819264069263,0.2772702471139971,en,56
Alaska,Alaska,GPE,-0.03892857142857143,0.2545562770562771,en,55
Typhoon Haikui,Typhoon Haikui,GPE,0.10592767295597488,0.2373480083857442,en,53
Nova Scotia,Nova Scotia,GPE,-0.015514221889221892,0.2861218354295278,en,52
Tenerife,Tenerife,GPE,0.05309442824748949,0.2746614836410755,en,49
New York City,New York City,GPE,0.04059842344416811,0.4354659820085351,en,47
Germany,Germany,GPE,0.083187574836511,0.2806590218292345,en,47
Virginia,Virginia,GPE,0.09050444925444927,0.49193061568061547,en,45
Fla.,Fla.,GPE,0.02339855699855699,0.4734470418470418,en,45
Earth,Earth,LOC,0.03156764223430889,0.47242150133816807,en,45
Puerto Rico,Puerto Rico,GPE,0.07732023306151212,0.42476760965133054,en,43
East Coast,East Coast,LOC,0.0018315596440596387,0.4438245550745552,en,42
Slovenia,Slovenia,GPE,-0.14928967374089322,0.3694915619610741,en,41
Atlantic Canada,Atlantic Canada,LOC,0.0618021284271284,0.4261724386724387,en,40
France,France,GPE,0.03182997037684537,0.28803375097125095,en,40
the Gulf of Mexico,the Gulf of Mexico,LOC,0.11683913690476186,0.5215668650793651,en,40
Massachusetts,Massachusetts,GPE,0.053520461020461006,0.34710158787081863,en,39
Juneau,Juneau,GPE,-0.00473901098901099,0.24500915750915758,en,39
Pakistan,Pakistan,GPE,-0.02944897694897695,0.31303599178599173,en,39
Poland,Poland,GPE,0.05820825289575289,0.2662545581295581,en,37
BEIJING,BEIJING,GPE,0.021878241878241868,0.280473947973948,en,37
America,America,GPE,0.08673519948519948,0.23015186615186614,en,37
Northeast,Northeast,LOC,-0.04618897306397308,0.3735213243546577,en,36
Nevada,Nevada,GPE,-0.015452300785634124,0.30111397707231036,en,36
England,England,GPE,0.07304292929292931,0.310266554433221,en,36
Antarctica,Antarctica,LOC,-0.05302776059918918,0.2920475503332646,en,35
Los Angeles,Los Angeles,GPE,-0.04180152171061261,0.37325501770956315,en,33
Haiti,Haiti,GPE,-0.03891369047619048,0.2589236111111112,en,32
New Zealand,New Zealand,GPE,0.05221800748966941,0.4541941790059688,en,32
Bermuda,Bermuda,LOC,0.0542080947726109,0.3772920448726901,en,31
Kilauea,Kilauea,GPE,0.07223544973544975,0.2342857142857143,en,30
Myanmar,Myanmar,GPE,-0.1188333333333333,0.29575925925925933,en,30
Africa,Africa,LOC,-0.026833333333333334,0.4200608465608465,en,30
Denmark,Denmark,GPE,-0.0003968253968254,0.2822962962962963,en,30
El Nino,El Nino,GPE,0.04824452861952861,0.39149873737373725,en,30
Pacific,Pacific,LOC,0.0826998299319728,0.4654889455782313,en,28
Sydney,Sydney,GPE,0.061242527313955894,0.39321016285301996,en,28
Nigeria,Nigeria,GPE,-0.06869543650793652,0.41461805555555553,en,28
SAN JUAN,SAN JUAN,GPE,0.11825998075998075,0.47009646731868954,en,27
Guangdong,Guangdong,GPE,0.01746141975308642,0.30754776601998823,en,27
South Carolina,South Carolina,GPE,0.020874173837136797,0.2372982915575508,en,27
B.C.,B.C.,GPE,0.04461538461538461,0.2380769230769231,en,26
Calif.,Calif.,GPE,0.15177937802937802,0.4395642783142782,en,26
British Columbia,British Columbia,GPE,0.03293574481074481,0.22978556166056158,en,26
Sweden,Sweden,GPE,0.11079489087301586,0.4536210317460317,en,24
Shenzhen,Shenzhen,GPE,-0.029410686728395072,0.26842565035273364,en,24
Nepal,Nepal,GPE,0.07171191077441079,0.26627735690235693,en,24
Ireland,Ireland,GPE,0.008169191919191923,0.3086195286195285,en,24
Oregon,Oregon,GPE,-0.030757105213626953,0.2546692076039902,en,23
Vermont,Vermont,GPE,0.024353315766359237,0.3489877031181379,en,23
Mumbai,Mumbai,GPE,0.007880434782608697,0.33677536231884053,en,23
Slovakia,Slovakia,GPE,0.06607751623376622,0.32784226190476184,en,22
Hungary,Hungary,GPE,0.06607751623376622,0.32935741341991337,en,22
Guatemala,Guatemala,GPE,0.037585034013605446,0.1937641723356009,en,21
Bajhang,Bajhang,GPE,0.0955357142857143,0.15396825396825398,en,21
South Africa,South Africa,GPE,-0.07642857142857143,0.17325396825396824,en,21
SYDNEY,SYDNEY,GPE,0.1826178451178451,0.4802429052429053,en,21
Queensland,Queensland,GPE,0.027916666666666652,0.4470138888888888,en,20
New South Wales,New South Wales,GPE,0.12234430014430016,0.4523954184704186,en,20
Gulf Coast,Gulf Coast,LOC,-0.07453125,0.33611111111111114,en,20
Asia,Asia,LOC,0.06200261544011544,0.46119588744588746,en,20
Carolinas,Carolinas,GPE,-0.0037280701754385964,0.0935672514619883,en,19
Paris,Paris,GPE,0.041908559276980326,0.2758160552897395,en,19
Cameroon,Cameroon,GPE,-0.015241228070175437,0.30668859649122804,en,19
Tonga,Tonga,GPE,0.14367585630743526,0.4732289055973266,en,19
Md.,Md.,GPE,-0.021052631578947368,0.04897660818713451,en,19
Britain,Britain,GPE,0.045972222222222234,0.3335416666666667,en,18
Southwest,Southwest,LOC,0.03166853722409277,0.3707304526748972,en,18
Victoria,Victoria,GPE,-0.04403739778739779,0.3126420955587622,en,18
Arizona,Arizona,GPE,0.0656547619047619,0.4980687830687831,en,18
Pacific coast,Pacific coast,LOC,-0.22736111111111112,0.4070370370370371,en,18
Sudan,Sudan,GPE,0.0472222222222222,0.47469135802469137,en,18
Kyiv,Kyiv,GPE,0.029237472766884532,0.3153376906318083,en,17
Los Cabos,Los Cabos,GPE,0.028366013071895426,0.25232026143790853,en,17
Gaza,Gaza,GPE,0.01667780748663102,0.2701760249554367,en,17
Scotland,Scotland,GPE,0.024509803921568613,0.3294117647058824,en,17
San Diego,San Diego,GPE,-0.019852941176470587,0.3936274509803922,en,17
Las Vegas,Las Vegas,GPE,-0.09232471776589424,0.34575163398692815,en,17
HONG KONG,HONG KONG,GPE,0.10952069716775596,0.44623093681917203,en,17
Baja California,Baja California,LOC,-0.15664215686274513,0.5079656862745097,en,17
Michigan,Michigan,GPE,-0.00032354797979798535,0.3119340728715729,en,16
Boston,Boston,GPE,0.15490845959595959,0.32592171717171714,en,16
Panama,Panama,GPE,0.08924738455988458,0.3154310966810966,en,16
Moscow,Moscow,GPE,-0.017485119047619055,0.34407242063492066,en,16
Louisiana,Louisiana,GPE,0.12131786616161618,0.299363952020202,en,16
Argentina,Argentina,GPE,-0.023716179653679653,0.23639745670995674,en,16
Idaho,Idaho,GPE,-0.04716666666666667,0.16466666666666666,en,15
Yellowknife,Yellowknife,GPE,-0.09064814814814813,0.4525462962962962,en,15
Southeast,Southeast,LOC,-0.010227272727272725,0.16234427609427607,en,15
Rhode Island,Rhode Island,GPE,0.13432098765432102,0.44891975308641985,en,15
ANNAPOLIS,ANNAPOLIS,GPE,-0.030000000000000002,0.08,en,15
Tropical Storm Idalia,Tropical Storm Idalia,LOC,0.025833333333333333,0.3013888888888889,en,15
Maryland,Maryland,GPE,0.01654647667147667,0.43639345839345833,en,15
Atlantic Ocean,Atlantic Ocean,LOC,-0.03801587301587303,0.3818253968253968,en,15
El Niño,El Niño,GPE,0.04225925925925924,0.3643888888888889,en,15
the Dominican Republic,the Dominican Republic,GPE,-0.05777777777777778,0.33444444444444443,en,15
ATHENS,ATHENS,GPE,-0.05417091836734693,0.42708616780045355,en,14
