day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2023-07-28,0.01432056795279573,0.772133729262817,-0.2826867427535833,0.9183676380620092,8.0
2023-07-29,0.5307616050517537,1.1229822558062577,0.15546167407040976,1.2891947712932785,15.0
2023-07-30,-0.2372360983061662,0.6547138173441309,0.12395920960358287,0.9801152177039412,10.0
2023-07-31,0.019212060428183353,0.6258014239222596,inf,1.0,29.0
2023-08-01,-0.18153163445230575,0.9453654155078667,-0.20694597424754646,0.8495798026943564,41.0
2023-08-02,-0.010385644040930305,1.0317094881759004,-0.04810085920046355,0.8525868240529995,30.0
2023-08-03,0.05505351183340448,0.7616559366171424,0.21154943874255588,0.6904747542928359,19.0
2023-08-04,-0.21786074173807263,0.7282776272553321,-0.04410540219839176,0.8731831703661869,26.0
2023-08-05,0.053693428203091344,1.2275531344438955,-0.1734248684508295,1.0147063842740554,27.0
2023-08-06,0.41157767254343136,1.0137072398755573,-0.013884166965681758,0.7111730120035836,13.0
2023-08-07,-0.03492860917147946,1.1812615804414677,-0.1339609655204923,1.0649261256833666,50.0
2023-08-08,0.23755999231620678,0.8426818085732866,0.09464043266363086,0.9777574682048293,61.0
2023-08-09,-0.2535851129146662,0.9430839668945713,-0.036985040050403546,0.9401249125112668,60.0
2023-08-10,0.08171674444447072,0.8980889090956538,-0.06334323596539916,0.8501228593778147,53.0
2023-08-11,0.06962715054225645,1.0070776819462122,0.12160897883577869,0.8263193551260054,45.0
2023-08-12,-0.10078539945000412,1.2033724460118138,-0.10458443565985825,0.9391329073992,26.0
2023-08-13,0.0036442037820970823,0.5942623855354808,-0.021200071455895024,0.8207805157170814,28.0
2023-08-14,-0.3694198891223838,0.6693610322486564,-0.11082206555274976,0.8536848330014345,48.0
2023-08-15,0.02675831226495853,0.8917250917922768,-0.2404071992113134,0.7609142368308446,37.0
2023-08-16,0.22389723456120053,0.8094837381810912,-0.21509406120093635,1.0229466153431062,20.0
2023-08-17,-0.008430479695103417,0.803161179658422,-0.1470164788447955,0.9058489404154835,44.0
2023-08-18,0.2587059600094961,0.7741495271386076,-0.06233559731414653,0.9958654413486587,67.0
2023-08-19,0.03267864063684923,0.8197980833764228,-0.2722917356332128,1.1476310021435552,52.0
2023-08-20,-0.25438282707013327,1.0454192617562075,-0.061288136106513715,1.064873984617602,62.0
2023-08-21,0.07257556668033784,0.9593791425230049,-0.2591398993271673,0.7830106060541137,75.0
2023-08-22,0.06325274817696493,0.9714822296370893,-0.18947317899285035,1.0363066532115146,81.0
2023-08-23,0.03175321871464154,0.8567272622190492,0.10761690122356231,0.9093798699197929,57.0
2023-08-24,0.21607637272937896,0.6917823459619195,-0.16386141170714114,0.844681285524683,32.0
2023-08-25,-0.004283372775867147,0.8282518056383844,0.18500752700002082,1.000003721565821,50.0
2023-08-26,-0.17634388124725084,0.6484934699894356,-0.3013186872427935,1.0314083273781336,14.0
2023-08-27,0.4649645896078492,0.8466483663454234,0.2573016025289989,1.0841475104244187,36.0
2023-08-28,0.15670528560710306,1.0638370638693893,0.3487332041349793,1.050648743486794,64.0
2023-08-29,-0.08089884723078665,0.9152884636070497,0.21479525270174302,0.9131085251549814,51.0
2023-08-30,-0.09577002700351092,0.883597669819082,0.17295741376133414,1.064810169009615,73.0
2023-08-31,-0.016126342165475947,0.9259338920524709,-0.4214246700096762,1.1108219564262056,50.0
2023-09-01,0.28456547793341924,0.8096718111851371,0.001195628316515962,0.8578593972678983,55.0
2023-09-02,-0.013242167547543555,0.8181053230267309,-0.3454154761970316,0.7036456127507577,35.0
2023-09-03,0.12354073983489443,0.8758307516922318,-0.5202323320097597,0.956031598104977,45.0
2023-09-04,0.2784273546253791,0.9499345891038414,-0.19715485636286628,0.8373674150114355,41.0
2023-09-05,-0.4328228874748095,1.085418435096832,0.09806388749290672,0.8701816378638115,60.0
2023-09-06,-0.30489178156296626,0.8816048786978459,0.026512625567599906,0.9358464236021343,106.0
2023-09-07,0.011932843160630204,0.9215428824680589,0.07739405134170689,0.9727346298254687,87.0
2023-09-08,0.039172041540816764,0.960296442129048,0.125683217679567,0.8941725934963455,92.0
2023-09-09,-0.03355576474945954,0.8208363192408488,0.23784283369029158,0.8535380989977989,56.0
2023-09-10,0.04642571142722956,1.0966480670301328,0.11034497492642788,0.7671345041142406,39.0
2023-09-11,-0.21717325050764846,0.9759273277936772,inf,1.0,101.0
2023-09-12,-0.007618266949144223,0.8027890046808865,0.02360252726452711,0.8785230787000917,112.0
2023-09-13,-0.02071422793351874,0.9535339527148844,inf,1.0,88.0
2023-09-14,-0.031889315951176056,0.8871129581550656,0.06805082178661995,0.9710480599533932,82.0
2023-09-15,0.04608082618624987,0.912877728180034,0.09829363011627262,0.9784441382807261,95.0
2023-09-16,0.1380255704748803,1.0964337281799306,0.26654760347762513,0.9352349365686634,62.0
2023-09-17,-0.21510174824828837,1.120349817443725,-0.02902217529823103,0.9746999955523777,57.0
2023-09-18,0.015054240235540882,0.8380557993059162,-0.01919268337378454,0.7846760153011049,54.0
2023-09-19,0.2402676612706841,0.8915962155069155,0.5469301236524445,0.9523517334679826,49.0
2023-09-20,0.0711216769852251,0.87300495328687,0.13565060912275537,0.8770771798818237,46.0
2023-09-21,0.07811693631923859,0.944308711141393,0.37219756505823604,0.8953852393108203,40.0
2023-09-22,-0.21403698576026434,0.9283778149717623,-0.005797600124044943,1.1304720875254728,81.0
2023-09-23,-0.19467877434512507,1.1104891727995196,0.36838361836794864,0.7753567847402417,52.0
2023-09-24,0.03309748645154098,0.8019695077317324,-0.041467481487574884,0.8450017297649198,50.0
2023-09-25,0.21330059342055913,0.9203409289163711,0.0018395657328424229,1.0090153509983069,40.0
2023-09-26,0.17466638817377422,0.9482442201177301,-0.1114502757131908,0.9323320109954509,28.0
2023-09-27,0.3372677634224515,1.03311466065758,0.10771323530782718,0.8730568563164726,27.0
2023-09-28,0.2634640021578851,1.6085929138980704,0.43088387714014587,1.1996711353592495,33.0
2023-09-29,0.40033631147544657,0.923284227586354,-0.0734260525058961,0.7326672516272107,43.0
2023-09-30,-0.08696308401700009,0.909496525694989,-0.17337275893803505,0.8370013152031468,25.0
2023-10-01,0.08603586782758496,0.8851550910823472,-0.2723068381895982,0.8628241665628499,15.0
