index,module,topic,feed,term,created,added,language,ratio,location,latitude,longitude,age
'f2282e059a',extremes,Earthquake,unknown,Earthquake Bouvet Island region,2023-06-08T04:02:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Bouvet Island region,-55.4319,-1.8101,3
'f582bbab49',extremes,Earthquake,unknown,"Earthquake 72 km N of Basco, Philippines",2023-05-25T13:48:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"72 km N of Basco, Philippines",21.1001,122.0167,3
'fb8b20b1ed',extremes,Earthquake,unknown,"Earthquake 128 km E of La Playa, Mexico",2023-06-19T08:55:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"128 km E of La Playa, Mexico",23.1208,-108.4155,3
'fe40e544fb',extremes,Earthquake,unknown,"Earthquake 245 km N of Puerto Ayora, Ecuador",2023-05-31T10:55:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"245 km N of Puerto Ayora, Ecuador",1.4439,-90.6943,3
'04f7a8eb3c',extremes,Flood,unknown,Flooding Nepal,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.5,Nepal,,,3
'32b560b015',extremes,Flood,unknown,"11 Dead, Thousands Displaced After Floods and Landslides in Rio Grande Do Sul",2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.45,Brazil,,,3
'4511f423f8',extremes,Flood,unknown,Flooding Brazil,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.5,Brazil,,,3
'4a76f74acb',extremes,Flood,unknown,Deadly Floods and Landslides in Abidjan,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.45,Ivory Coast,,,3
'5509dd2fc1',extremes,Flood,unknown,Flooding India,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.5,India,,,3
'5dffd2282a',extremes,Flood,unknown,Flooding Cuba,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.5,Cuba,,,3
'a14a00301f',extremes,Flood,unknown,"5 Dead, 29 Feared Missing After Floods and Landslides in Koshi Province",2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.45,Nepal,,,3
'c40a94598d',extremes,Flood,unknown,"Over 100,000 Hit by Floods in 20 Districts of Assam",2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.45,India,,,3
'cc10834fc0',extremes,Flood,unknown,Flooding Ivory Coast,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.5,Ivory Coast,,,3
'd5f9b9c78b',extremes,Flood,unknown,Severe Flooding Hits Eastern Provinces After 360mm of Rain in 24 Hours,2023-06-21T13:17:00+00:00,2023-06-22T13:17:00+00:00,en,0.45,Cuba,,,3
'05c0e6e88a',extremes,Drought,unknown,Drought Kenya,2023-06-01T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Kenya,0.53,37.86,3
'07b93e4275',extremes,Tropical Cyclone,unknown,Tropical Cyclone Bangladesh,2023-05-31T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Bangladesh,23.84,90.27,3
'07ba34643a',extremes,Earthquake,unknown,Earthquake Syrian Arab Republic,2023-05-16T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Syrian Arab Republic,35.01,38.51,3
'19142ba609',extremes,Land Slide,unknown,Land Slide Bangladesh,2023-05-31T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Bangladesh,23.84,90.27,3
'1989e1d8b2',extremes,Drought,unknown,Drought Venezuela (Bolivarian Republic of),2023-06-01T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Venezuela (Bolivarian Republic of),7.62,-65.8,3
'2252bdbba3',extremes,Flood,unknown,Flood Bangladesh,2023-05-31T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Bangladesh,23.84,90.27,3
'25cd32a9be',extremes,Flood,unknown,Flood Syrian Arab Republic,2023-05-16T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Syrian Arab Republic,35.01,38.51,3
'2dde9603d9',extremes,Tropical Cyclone,unknown,Tropical Cyclone Cuba,2023-04-30T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Cuba,21.95,-79.24,3
'54c890369c',extremes,Flood,unknown,Flood Venezuela (Bolivarian Republic of),2023-06-01T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Venezuela (Bolivarian Republic of),7.62,-65.8,3
'592f4cfc11',extremes,Tropical Cyclone,unknown,Tropical Cyclone Myanmar,2023-06-06T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Myanmar,21.15,96.51,3
'6d9affc9ec',extremes,Tropical Cyclone,unknown,Tropical Cyclone Pakistan,2023-06-08T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Pakistan,29.97,69.39,3
'b2b01d86bd',extremes,Flood,unknown,Flood Myanmar,2023-06-06T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Myanmar,21.15,96.51,3
'be5e811a9c',extremes,Flash Flood,unknown,Flash Flood Syrian Arab Republic,2023-05-16T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Syrian Arab Republic,35.01,38.51,3
'c5620ede0c',extremes,Flash Flood,unknown,Flash Flood Bangladesh,2023-05-31T00:00:00+00:00,2023-06-22T10:37:00+00:00,en,0.6,Bangladesh,23.84,90.27,3
'af9cff07cf',extremes,Storm Surge,unknown,storm surge,2023-06-21T10:15:00+00:00,2023-06-22T10:15:00+00:00,en,0.35,,,,3
'00eaf5c1f9',extremes,Earthquake,unknown,M 5.2 - Bouvet Island region,2023-06-08,2023-06-22T10:01:00+00:00,en,0.4333333333333333,Bouvet Island region,-55.4319,-1.8101,3
'0306c2a725',extremes,Earthquake,unknown,M 5.3 - South Sandwich Islands region,2023-06-02,2023-06-22T10:01:00+00:00,en,0.4416666666666666,South Sandwich Islands region,-60.9665,-25.51,3
'03ce50b187',extremes,Earthquake,unknown,Eartquake Balleny Islands region,2023-06-05,2023-06-22T10:01:00+00:00,en,0.4,Balleny Islands region,-62.3246,155.4265,3
'0437d3c4fb',extremes,Earthquake,unknown,"Eartquake 161 km NW of Tuapejat, Indonesia",2023-05-31,2023-06-22T10:01:00+00:00,en,0.4,"161 km NW of Tuapejat, Indonesia",-1.0052,98.5529,3
'049e9c3519',extremes,Earthquake,unknown,M 5.8 - Fiji region,2023-06-10,2023-06-22T10:01:00+00:00,en,0.4833333333333333,Fiji region,-15.977,-179.1556,3
'07f6f27fe4',extremes,Earthquake,unknown,"Eartquake New Britain region, Papua New Guinea",2023-06-05,2023-06-22T10:01:00+00:00,en,0.4,"New Britain region, Papua New Guinea",-5.7319,151.9904,3
'0906cd2aa2',extremes,Earthquake,unknown,"Eartquake 50 km NE of Tobelo, Indonesia",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4,"50 km NE of Tobelo, Indonesia",2.0805,128.2998,3
'09c98fc78f',extremes,Earthquake,unknown,Eartquake Banda Sea,2023-05-24,2023-06-22T10:01:00+00:00,en,0.4,Banda Sea,-6.9484,129.5293,3
'0d26abe92a',extremes,Earthquake,unknown,"Eartquake 134 km ENE of Nabire, Indonesia",2023-06-11,2023-06-22T10:01:00+00:00,en,0.4,"134 km ENE of Nabire, Indonesia",-2.9793,136.648,3
'0db3db844c',extremes,Earthquake,unknown,Eartquake south of the Fiji Islands,2023-06-02,2023-06-22T10:01:00+00:00,en,0.4,south of the Fiji Islands,-22.7801,-176.1146,3
'0eb9fccb39',extremes,Earthquake,unknown,"Eartquake 65 km N of Namuac, Philippines",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4,"65 km N of Namuac, Philippines",19.2034,121.2054,3
'1030dbf8c4',extremes,Earthquake,unknown,M 5.0 - Turkmenistan,2023-05-31,2023-06-22T10:01:00+00:00,en,0.4166666666666667,Turkmenistan,39.6616,54.9379,3
'1036569eae',extremes,Earthquake,unknown,M 5.3 - ,2023-06-09,2023-06-22T10:01:00+00:00,en,0.4416666666666666,,7.1856,-34.0134,3
'10b5f9775e',extremes,Earthquake,unknown,"Eartquake 72 km N of Basco, Philippines",2023-05-25,2023-06-22T10:01:00+00:00,en,0.4,"72 km N of Basco, Philippines",21.1001,122.0167,3
'11144caa71',extremes,Earthquake,unknown,M 6.2 - ,2023-06-11,2023-06-22T10:01:00+00:00,en,0.5166666666666667,,42.5322,141.9165,3
'1135b33b2a',extremes,Earthquake,unknown,"M 5.9 - 99 km ESE of Angoram, Papua New Guinea",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4916666666666667,"99 km ESE of Angoram, Papua New Guinea",-4.4654,144.8717,3
'136799fb53',extremes,Earthquake,unknown,"Eartquake 262 km ESE of Tadine, New Caledonia",2023-06-08,2023-06-22T10:01:00+00:00,en,0.4,"262 km ESE of Tadine, New Caledonia",-22.3537,170.269,3
'13fedad866',extremes,Earthquake,unknown,"Eartquake 6 km SSE of Alberton, South Africa",2023-06-11,2023-06-22T10:01:00+00:00,en,0.4,"6 km SSE of Alberton, South Africa",-26.3276,28.1388,3
'150644c766',extremes,Earthquake,unknown,"M 5.3 - 35 km SE of Jurm, Afghanistan",2023-05-28,2023-06-22T10:01:00+00:00,en,0.4416666666666666,"35 km SE of Jurm, Afghanistan",36.6079,71.0658,3
'15b747a876',extremes,Earthquake,unknown,M 5.8 - ,2023-06-18,2023-06-22T10:01:00+00:00,en,0.4833333333333333,,-23.7728,-175.7382,3
'16d2e0609e',extremes,Earthquake,unknown,"M 5.1 - 282 km SSW of ‘Ohonua, Tonga",2023-06-18,2023-06-22T10:01:00+00:00,en,0.425,"282 km SSW of ‘Ohonua, Tonga",-23.7974,-175.712,3
'16f8a3b383',extremes,Earthquake,unknown,Eartquake Turkmenistan,2023-05-31,2023-06-22T10:01:00+00:00,en,0.4,Turkmenistan,39.6616,54.9379,3
'172811f6cd',extremes,Earthquake,unknown,"M 5.4 - 123 km SSE of Lata, Solomon Islands",2023-06-01,2023-06-22T10:01:00+00:00,en,0.45,"123 km SSE of Lata, Solomon Islands",-11.693,166.357,3
'173e33e029',extremes,Earthquake,unknown,"Eartquake 104 km ESE of Angoram, Papua New Guinea",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4,"104 km ESE of Angoram, Papua New Guinea",-4.476,144.913,3
'178841ac27',extremes,Earthquake,unknown,M 5.2 - ,2023-06-13,2023-06-22T10:01:00+00:00,en,0.4333333333333333,,-29.3917,-177.0835,3
'18e03e6736',extremes,Earthquake,unknown,Eartquake South Sandwich Islands region,2023-06-07,2023-06-22T10:01:00+00:00,en,0.4,South Sandwich Islands region,-60.4502,-26.996,3
'1b321c79c3',extremes,Earthquake,unknown,"M 7.2 - 280 km SW of Houma, Tonga",2023-06-15,2023-06-22T10:01:00+00:00,en,0.6,"280 km SW of Houma, Tonga",-22.9824,-177.2075,3
'1b95f101b0',extremes,Earthquake,unknown,"Eartquake 204 km NW of Tobelo, Indonesia",2023-05-23,2023-06-22T10:01:00+00:00,en,0.4,"204 km NW of Tobelo, Indonesia",3.0781,126.7467,3
'1bbe54609b',extremes,Earthquake,unknown,M 5.8 - Balleny Islands region,2023-06-05,2023-06-22T10:01:00+00:00,en,0.4833333333333333,Balleny Islands region,-62.3246,155.4265,3
'1d792378d1',extremes,Earthquake,unknown,"M 5.7 - Rat Islands, Aleutian Islands, Alaska",2023-06-08,2023-06-22T10:01:00+00:00,en,0.475,"Rat Islands, Aleutian Islands, Alaska",52.1635,177.7598,3
'1e50cb16e7',extremes,Earthquake,unknown,"Eartquake 121 km WSW of Myitkyina, Myanmar",2023-05-31,2023-06-22T10:01:00+00:00,en,0.4,"121 km WSW of Myitkyina, Myanmar",25.1051,96.2315,3
'1fabc9f68a',extremes,Earthquake,unknown,"Eartquake 223 km SSW of ‘Ohonua, Tonga",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4,"223 km SSW of ‘Ohonua, Tonga",-23.2048,-175.7779,3
'20d712ef9f',extremes,Earthquake,unknown,"M 5.9 - 164 km N of Las Khorey, Somalia",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4916666666666667,"164 km N of Las Khorey, Somalia",12.643,48.176,3
'218845184c',extremes,Earthquake,unknown,M 5.6 - Pacific-Antarctic Ridge,2023-05-24,2023-06-22T10:01:00+00:00,en,0.4666666666666666,Pacific-Antarctic Ridge,-56.7802,-140.8316,3
'225d55d8b2',extremes,Earthquake,unknown,Eartquake southeast of the Loyalty Islands,2023-06-06,2023-06-22T10:01:00+00:00,en,0.4,southeast of the Loyalty Islands,-23.116,170.3839,3
'22fb19c4e6',extremes,Earthquake,unknown,"M 5.3 - 277 km S of ‘Ohonua, Tonga",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4416666666666666,"277 km S of ‘Ohonua, Tonga",-23.8177,-175.3761,3
'2384ac0b01',extremes,Earthquake,unknown,"M 5.2 - Mindanao, Philippines",2023-05-24,2023-06-22T10:01:00+00:00,en,0.4333333333333333,"Mindanao, Philippines",5.6855,124.2713,3
'241a25bb9b',extremes,Earthquake,unknown,"Eartquake 94 km SE of Kimbe, Papua New Guinea",2023-06-11,2023-06-22T10:01:00+00:00,en,0.4,"94 km SE of Kimbe, Papua New Guinea",-6.2008,150.6882,3
'24818c4aa6',extremes,Earthquake,unknown,"M 5.0 - 10 km ESE of Shingū, Japan",2023-06-20,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"10 km ESE of Shingū, Japan",33.692,136.084,3
'249ebf6c09',extremes,Tsunami,unknown,"Eartquake 105 km ESE of La Rivera, Mexico",2023-06-18,2023-06-22T10:01:00+00:00,en,0.4,"105 km ESE of La Rivera, Mexico",23.2433,-108.6306,3
'25c117f3e0',extremes,Earthquake,unknown,M 5.5 - southeast of the Loyalty Islands,2023-05-25,2023-06-22T10:01:00+00:00,en,0.4583333333333333,southeast of the Loyalty Islands,-23.2483,170.774,3
'261f72f044',extremes,Earthquake,unknown,"Eartquake 294 km WSW of Tual, Indonesia",2023-06-04,2023-06-22T10:01:00+00:00,en,0.4,"294 km WSW of Tual, Indonesia",-6.8228,130.3742,3
'267117b1c6',extremes,Earthquake,unknown,"Eartquake Hokkaido, Japan region",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4,"Hokkaido, Japan region",42.5016,142.8319,3
'26d3c24910',extremes,Earthquake,unknown,"Eartquake 277 km S of ‘Ohonua, Tonga",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4,"277 km S of ‘Ohonua, Tonga",-23.8177,-175.3761,3
'27c9b6fb25',extremes,Earthquake,unknown,"M 5.1 - 72 km N of Basco, Philippines",2023-05-25,2023-06-22T10:01:00+00:00,en,0.425,"72 km N of Basco, Philippines",21.1001,122.0167,3
'290b6acb7e',extremes,Earthquake,unknown,"Eartquake Seram, Indonesia",2023-05-31,2023-06-22T10:01:00+00:00,en,0.4,"Seram, Indonesia",-3.6169,128.2412,3
'29ce38bed2',extremes,Earthquake,unknown,"M 5.8 - Volcano Islands, Japan region",2023-05-30,2023-06-22T10:01:00+00:00,en,0.4833333333333333,"Volcano Islands, Japan region",24.0473,142.9966,3
'2a1372665c',extremes,Earthquake,unknown,"M 5.0 - Norfolk Island, Australia region",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"Norfolk Island, Australia region",-27.8337,172.1091,3
'2a29ebdbe2',extremes,Earthquake,unknown,"M 5.0 - Hokkaido, Japan region",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"Hokkaido, Japan region",42.5016,142.8319,3
'2b234abf9c',extremes,Earthquake,unknown,"Eartquake 253 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.4,"253 km SSW of ‘Ohonua, Tonga",-23.4342,-175.9522,3
'2bbd8f6218',extremes,Earthquake,unknown,"Eartquake 164 km N of Las Khorey, Somalia",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4,"164 km N of Las Khorey, Somalia",12.643,48.176,3
'2dbd4e810d',extremes,Earthquake,unknown,M 5.3 - Kermadec Islands region,2023-06-13,2023-06-22T10:01:00+00:00,en,0.4416666666666666,Kermadec Islands region,-29.1943,-176.9843,3
'3050a1b23a',extremes,Earthquake,unknown,"Eartquake 255 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.4,"255 km SSW of ‘Ohonua, Tonga",-23.5827,-175.5291,3
'31bb73c830',extremes,Earthquake,unknown,Eartquake Bouvet Island region,2023-06-08,2023-06-22T10:01:00+00:00,en,0.4,Bouvet Island region,-55.4319,-1.8101,3
'31ff258c57',extremes,Earthquake,unknown,"M 5.0 - 93 km WNW of Rabaul, Papua New Guinea",2023-05-23,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"93 km WNW of Rabaul, Papua New Guinea",-3.8159,151.4158,3
'3240410019',extremes,Earthquake,unknown,"Eartquake Near the coast of Tarapaca, Chile",2023-05-30,2023-06-22T10:01:00+00:00,en,0.4,"Near the coast of Tarapaca, Chile",-20.7038,-70.6344,3
'339c036538',extremes,Earthquake,unknown,"M 5.0 - 21 km NE of Bhadarwāh, India",2023-06-13,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"21 km NE of Bhadarwāh, India",33.0961,75.8961,3
'356cb1d391',extremes,Tsunami,unknown,"Eartquake 243 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.4,"243 km SSW of ‘Ohonua, Tonga",-23.478,-175.5092,3
'37680c5474',extremes,Earthquake,unknown,"M 5.3 - 228 km S of Burica, Panama",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4416666666666666,"228 km S of Burica, Panama",5.969,-82.7326,3
'37a61362de',extremes,Tsunami,unknown,"Eartquake 280 km SW of Houma, Tonga",2023-06-15,2023-06-22T10:01:00+00:00,en,0.4,"280 km SW of Houma, Tonga",-22.9824,-177.2075,3
'3b31167f5c',extremes,Earthquake,unknown,"Eartquake 251 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.4,"251 km SSW of ‘Ohonua, Tonga",-23.4636,-175.8342,3
'3bc8647c7c',extremes,Earthquake,unknown,"M 5.3 - 68 km S of Boca Chica, Panama",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4416666666666666,"68 km S of Boca Chica, Panama",7.6083,-82.3336,3
'3c33320e04',extremes,Earthquake,unknown,"M 6.4 - 105 km ESE of La Rivera, Mexico",2023-06-18,2023-06-22T10:01:00+00:00,en,0.5333333333333333,"105 km ESE of La Rivera, Mexico",23.2433,-108.6306,3
'3c6c5e936e',extremes,Earthquake,unknown,"M 5.7 - 214 km ENE of Levuka, Fiji",2023-06-20,2023-06-22T10:01:00+00:00,en,0.475,"214 km ENE of Levuka, Fiji",-17.4401,-178.7693,3
'3ca4e666dc',extremes,Earthquake,unknown,"M 6.5 - 45 km NE of Puerto Obaldía, Panama",2023-05-25,2023-06-22T10:01:00+00:00,en,0.5416666666666666,"45 km NE of Puerto Obaldía, Panama",8.9223,-77.0904,3
'3d5d3aa021',extremes,Earthquake,unknown,"Eartquake 14 km N of Lluta, Peru",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4,"14 km N of Lluta, Peru",-15.8827,-72.0342,3
'3e406331c4',extremes,Earthquake,unknown,"M 5.0 - 71 km SSW of Port-Vila, Vanuatu",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"71 km SSW of Port-Vila, Vanuatu",-18.362,168.1392,3
'3e6133892a',extremes,Earthquake,unknown,M 5.0 - South Sandwich Islands region,2023-05-25,2023-06-22T10:01:00+00:00,en,0.4166666666666667,South Sandwich Islands region,-59.5954,-26.3697,3
'3eae8ccd41',extremes,Earthquake,unknown,M 5.7 - southwest of Africa,2023-05-29,2023-06-22T10:01:00+00:00,en,0.475,southwest of Africa,-52.887,10.4709,3
'3f01555a12',extremes,Earthquake,unknown,"M 5.5 - 154 km N of Las Khorey, Somalia",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4583333333333333,"154 km N of Las Khorey, Somalia",12.5558,48.1003,3
'42173d377f',extremes,Earthquake,unknown,"M 5.0 - 69 km SE of Gizo, Solomon Islands",2023-06-12,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"69 km SE of Gizo, Solomon Islands",-8.5689,157.261,3
'43844cc4ce',extremes,Earthquake,unknown,"Eartquake 2 km N of Aratoca, Colombia",2023-05-28,2023-06-22T10:01:00+00:00,en,0.4,"2 km N of Aratoca, Colombia",6.7131,-73.0161,3
'4402a45143',extremes,Earthquake,unknown,M 5.1 - south of the Fiji Islands,2023-06-02,2023-06-22T10:01:00+00:00,en,0.425,south of the Fiji Islands,-22.7801,-176.1146,3
'44344bd043',extremes,Earthquake,unknown,"Eartquake 69 km SE of Gizo, Solomon Islands",2023-06-12,2023-06-22T10:01:00+00:00,en,0.4,"69 km SE of Gizo, Solomon Islands",-8.5689,157.261,3
'44dce88f4e',extremes,Earthquake,unknown,"M 5.2 - 50 km NE of Tobelo, Indonesia",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4333333333333333,"50 km NE of Tobelo, Indonesia",2.0805,128.2998,3
'456c507708',extremes,Earthquake,unknown,"M 5.2 - 49 km WNW of Santa Cruz, Chile",2023-06-15,2023-06-22T10:01:00+00:00,en,0.4333333333333333,"49 km WNW of Santa Cruz, Chile",-34.5191,-71.8909,3
'4766c1d106',extremes,Earthquake,unknown,"M 5.0 - 83 km SSW of Honchō, Japan",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"83 km SSW of Honchō, Japan",41.4158,142.6085,3
'478608646c',extremes,Earthquake,unknown,"Eartquake 49 km WNW of Santa Cruz, Chile",2023-06-15,2023-06-22T10:01:00+00:00,en,0.4,"49 km WNW of Santa Cruz, Chile",-34.5191,-71.8909,3
'47a931c368',extremes,Earthquake,unknown,"M 5.2 - 128 km E of La Playa, Mexico",2023-06-19,2023-06-22T10:01:00+00:00,en,0.4333333333333333,"128 km E of La Playa, Mexico",23.1208,-108.4155,3
'481d035a1c',extremes,Earthquake,unknown,"M 5.5 - 266 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.4583333333333333,"266 km SSW of ‘Ohonua, Tonga",-23.5745,-175.916,3
'4b04e1e3f6',extremes,Earthquake,unknown,"M 5.0 - 36 km NE of Archidona, Ecuador",2023-06-18,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"36 km NE of Archidona, Ecuador",-0.6701,-77.5812,3
'4d328c56c0',extremes,Earthquake,unknown,"Eartquake 204 km E of Nabire, Indonesia",2023-06-04,2023-06-22T10:01:00+00:00,en,0.4,"204 km E of Nabire, Indonesia",-3.0459,137.3141,3
'4f23fbcce4',extremes,Earthquake,unknown,"M 5.3 - 40 km ENE of Luganville, Vanuatu",2023-06-18,2023-06-22T10:01:00+00:00,en,0.4416666666666666,"40 km ENE of Luganville, Vanuatu",-15.3843,167.5109,3
'4f60bc2512',extremes,Earthquake,unknown,Eartquake south of Africa,2023-06-18,2023-06-22T10:01:00+00:00,en,0.4,south of Africa,-48.6704,31.1865,3
'511aa24948',extremes,Earthquake,unknown,"Eartquake 123 km SSE of Lata, Solomon Islands",2023-06-01,2023-06-22T10:01:00+00:00,en,0.4,"123 km SSE of Lata, Solomon Islands",-11.693,166.357,3
'51a9cb337a',extremes,Earthquake,unknown,"Eartquake 80 km ESE of La Tirana, Chile",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4,"80 km ESE of La Tirana, Chile",-20.6574,-68.9661,3
'5385f10f71',extremes,Earthquake,unknown,"M 5.0 - 223 km SSW of ‘Ohonua, Tonga",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"223 km SSW of ‘Ohonua, Tonga",-23.2048,-175.7779,3
'54dad750da',extremes,Earthquake,unknown,"M 5.6 - Hokkaido, Japan region",2023-06-17,2023-06-22T10:01:00+00:00,en,0.4666666666666666,"Hokkaido, Japan region",41.1468,142.7383,3
'559286fb35',extremes,Earthquake,unknown,eartquake,2023-06-20,2023-06-22T10:01:00+00:00,en,0.3,,33.692,136.084,3
'566a421b31',extremes,Earthquake,unknown,"Eartquake 282 km SSW of ‘Ohonua, Tonga",2023-06-18,2023-06-22T10:01:00+00:00,en,0.4,"282 km SSW of ‘Ohonua, Tonga",-23.7974,-175.712,3
'5991002746',extremes,Earthquake,unknown,"Eartquake 149 km SSW of Kokopo, Papua New Guinea",2023-06-08,2023-06-22T10:01:00+00:00,en,0.4,"149 km SSW of Kokopo, Papua New Guinea",-5.6556,151.9581,3
'5b7d39a812',extremes,Earthquake,unknown,M 5.1 - Kermadec Islands region,2023-06-15,2023-06-22T10:01:00+00:00,en,0.425,Kermadec Islands region,-29.2921,-176.94,3
'5bbfd9281c',extremes,Earthquake,unknown,"Eartquake 93 km WNW of Rabaul, Papua New Guinea",2023-05-23,2023-06-22T10:01:00+00:00,en,0.4,"93 km WNW of Rabaul, Papua New Guinea",-3.8159,151.4158,3
'5cc2902eb2',extremes,Tsunami,unknown,"Tsunami 45 km NE of Puerto Obaldía, Panama",2023-05-25,2023-06-22T10:01:00+00:00,en,0.5416666666666666,"45 km NE of Puerto Obaldía, Panama",8.9223,-77.0904,3
'5d1a54f1ad',extremes,Earthquake,unknown,M 5.6 - ,2023-06-19,2023-06-22T10:01:00+00:00,en,0.4666666666666666,,15.2785,96.3165,3
'5d9bc78f11',extremes,Earthquake,unknown,"M 5.0 - 107 km ESE of Kokopo, Papua New Guinea",2023-05-24,2023-06-22T10:01:00+00:00,en,0.4166666666666667,"107 km ESE of Kokopo, Papua New Guinea",-4.7194,153.1603,3
'5f74f7178d',extremes,Earthquake,unknown,"M 5.1 - 93 km S of Merizo Village, Guam",2023-06-02,2023-06-22T10:01:00+00:00,en,0.425,"93 km S of Merizo Village, Guam",12.4233,144.7323,3
'5f7bf6d899',extremes,Earthquake,unknown,"M 6.2 - 243 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.5166666666666667,"243 km SSW of ‘Ohonua, Tonga",-23.478,-175.5092,3
'5f8f530dd5',extremes,Earthquake,unknown,"M 6.1 - 290 km E of Vao, New Caledonia",2023-05-23,2023-06-22T10:01:00+00:00,en,0.5083333333333333,"290 km E of Vao, New Caledonia",-22.9954,170.3067,3
'60c8be571b',extremes,Earthquake,unknown,"Eartquake 266 km SSW of ‘Ohonua, Tonga",2023-06-16,2023-06-22T10:01:00+00:00,en,0.4,"266 km SSW of ‘Ohonua, Tonga",-23.5745,-175.916,3
'61554a61e0',extremes,Earthquake,unknown,Eartquake southern Peru,2023-06-05,2023-06-22T10:01:00+00:00,en,0.4,southern Peru,-15.8993,-72.0405,3
'61a3d9d1ca',extremes,Earthquake,unknown,"Eartquake 285 km SSW of ‘Ohonua, Tonga",2023-06-18,2023-06-22T10:01:00+00:00,en,0.4,"285 km SSW of ‘Ohonua, Tonga",-23.7584,-175.9331,3
'62bcc744bc',extremes,Earthquake,unknown,"Eartquake 9 km SSE of Maca, Peru",2023-06-03,2023-06-22T10:01:00+00:00,en,0.4,"9 km SSE of Maca, Peru",-15.7173,-71.7368,3
'62fdd533a1',extremes,Earthquake,unknown,"M 5.5 - 245 km N of Puerto Ayora, Ecuador",2023-05-31,2023-06-22T10:01:00+00:00,en,0.4583333333333333,"245 km N of Puerto Ayora, Ecuador",1.4439,-90.6943,3
'6363b446ee',extremes,Earthquake,unknown,Eartquake Tonga region,2023-06-18,2023-06-22T10:01:00+00:00,en,0.4,Tonga region,-23.9721,-175.7954,3
