keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Earthquake La Rivera Mexico',en,Earthquake,#18e8e8,#18e8e8,2,0.6034833483333333
'Flash Flood Pakistan',en,Flash Flood,#18e8e8,#18e8e8,2,0.6
'Flood Viet Nam',en,Flood,#18e8e8,#18e8e8,2,0.6
'Drought Uganda',en,Drought,#18e8e8,#18e8e8,2,0.6
'Flood Myanmar',en,Flood,#18e8e8,#18e8e8,2,0.6
'Volcano Vanuatu',en,Volcano,#18e8e8,#18e8e8,2,0.6
'Land Slide Viet Nam',en,Land Slide,#18e8e8,#18e8e8,2,0.6
'Drought Somalia',en,Drought,#18e8e8,#18e8e8,2,0.6
'Land Slide Indonesia',en,Land Slide,#18e8e8,#18e8e8,2,0.6
'Flood Venezuela (Bolivarian Republic of)',en,Flood,#18e8e8,#18e8e8,2,0.6
'Drought Pakistan',en,Drought,#18e8e8,#18e8e8,2,0.6
'Tropical Cyclone Sri Lanka',en,Tropical Cyclone,#18e8e8,#18e8e8,2,0.6
'Flood Ukraine',en,Flood,#18e8e8,#18e8e8,2,0.6
'Flash Flood Nigeria',en,Flash Flood,#18e8e8,#18e8e8,2,0.6
'Tropical Cyclone Cuba',en,Tropical Cyclone,#18e8e8,#18e8e8,2,0.6
'Snow Avalanche Afghanistan',en,Snow Avalanche,#18e8e8,#18e8e8,2,0.6
'Flash Flood Bangladesh',en,Flash Flood,#18e8e8,#18e8e8,2,0.6
'Flood Somalia',en,Flood,#18e8e8,#18e8e8,2,0.6
'Earthquake Türkiye',en,Earthquake,#18e8e8,#18e8e8,2,0.6
'Flood Central African Republic',en,Flood,#18e8e8,#18e8e8,2,0.6
'Land Slide Philippines',en,Land Slide,#18e8e8,#18e8e8,2,0.6
'Flood South Sudan',en,Flood,#18e8e8,#18e8e8,2,0.6
'Drought Kenya',en,Drought,#18e8e8,#18e8e8,2,0.6
'Flood Türkiye',en,Flood,#18e8e8,#18e8e8,2,0.6
'Drought Guatemala',en,Drought,#18e8e8,#18e8e8,2,0.6
'Flood United States of America',en,Flood,#18e8e8,#18e8e8,2,0.6
'Earthquake Afghanistan',en,Earthquake,#18e8e8,#18e8e8,2,0.5604051454545455
'Earthquake Panama',en,Earthquake,#18e8e8,#18e8e8,2,0.54810006
'Tsunami Panama',en,Tsunami,#18e8e8,#18e8e8,2,0.5416666666666666
"'Tsunami 45 km NE of Puerto Obaldía, Panama'",en,Tsunami,#18e8e8,#18e8e8,1,0.5416666666666666
'Flash Flood Philippines',en,Flash Flood,#18e8e8,#18e8e8,2,0.5355003
'Earthquake La Rivera Mexico',en,Tsunami,#18e8e8,#18e8e8,2,0.5333333333333333
'Tsunami Mexico',en,Tsunami,#18e8e8,#18e8e8,2,0.5333333333333333
"'M 6.4 - 105 km ESE of La Rivera, Mexico'",en,Earthquake,#18e8e8,#18e8e8,2,0.5333333333333333
'Earthquake Mexico',en,Tsunami,#18e8e8,#18e8e8,2,0.5333333333333333
'Flood Indonesia',en,Flood,#18e8e8,#18e8e8,2,0.529950615
'Flood Sudan',en,Flood,#18e8e8,#18e8e8,2,0.5240415540909091
'Tropical Cyclone Philippines',en,Tropical Cyclone,#18e8e8,#18e8e8,2,0.5234886565384615
'Flood Pakistan',en,Flood,#18e8e8,#18e8e8,3,0.5194972095454545
'Flood Nigeria',en,Flood,#18e8e8,#18e8e8,2,0.5194963695454545
"'M 6.2 - 243 km SSW of ‘Ohonua, Tonga'",en,Earthquake,#18e8e8,#18e8e8,2,0.5166666666666667
"'Tsunami 243 km SSW of ‘Ohonua, Tonga'",en,Tsunami,#18e8e8,#18e8e8,2,0.5166666666666667
'M 6.2 - Banda Sea',en,Earthquake,#18e8e8,#18e8e8,2,0.5166666666666667
'M 6.2 - ',en,Earthquake,#18e8e8,#18e8e8,2,0.5166666666666667
'Earthquake Hukay Philippines',en,Earthquake,#18e8e8,#18e8e8,2,0.5166666666666667
