index,module,topic,color,feed,term,created,country,ratio,counter,pages,language,ipcc,continent
'8a947734a5',extremes,Fog,#d60d2b,wmo,Fog Vologda Region,2024-02-11T02:38:00+00:00,Russia,0.7083847982285157,0.0,2.0,en,ESB,Europe
'6f01c5fc68',extremes,Snow&Ice,#d60d2b,wmo,Freezing Salt River and Wyoming Ranges,2024-02-07T02:38:00+00:00,United States,0.7083592050775899,0.0,2.0,en,CNA,North-America
'37ee3980ed',extremes,Snow&Ice,#d60d2b,wmo,Frost Schefferville Fermont,2024-02-29T02:40:00+00:00,Canada,0.7083148935005048,0.0,2.0,en,NEN,North-America
'87b224ec9f',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Croatia,2024-03-06T02:37:00+00:00,Croatia,0.7082665154162445,0.0,2.0,en,WCE,Europe
'2f90f6e03a',extremes,Storm,#b3b2b1,wmo,Storm Western Australia Gascoyne Coast,2024-02-23T02:38:00+00:00,Australia,0.7082589156529148,0.0,2.0,en,CAU,Oceania
'91a2422976',extremes,Snow&Ice,#d60d2b,wmo,Snow Tula Region,2024-02-07T02:38:00+00:00,Russian Federation,0.7082472904630714,0.0,2.0,en,ESB,Europe
'a11697f54f',extremes,Wildfire,#d60d2b,fema,Oklahoma Catesby Fire,2024-02-29T02:39:00+00:00,United States,0.7082387046503743,0.0,2.0,en,CNA,North-America
'f16423bab3',extremes,Snow&Ice,#d60d2b,wmo,Frost Orenburg Region,2024-02-05T02:41:00+00:00,Russia,0.7082250619200403,0.0,2.0,en,ESB,Europe
'618fa4963e',extremes,Storm,#b3b2b1,wmo,Storm Austria,2024-03-08T02:38:00+00:00,Austria,0.7081766544057879,0.0,2.0,en,WCE,Europe
'a6144d1f04',extremes,Earthquake,#870007,usgs,Earthquake Rat Islands Aleutian Islands Alaska,2024-03-03T02:37:00+00:00,,0.7081604539870255,0.0,2.0,en,NPO,Pacific Ocean
'03dfd358e2',extremes,Storm,#b3b2b1,wmo,Storm Surge Väinameri Liivi lahe põhjaosa,2024-02-18T02:38:00+00:00,Estonia,0.7081489847619866,0.0,2.0,en,NEU,Europe
'797a8e75f7',extremes,Flood,#030ba1,wmo,Flood Calhoun AR Ouachita AR,2024-02-05T02:41:00+00:00,United States,0.7081320793631061,0.0,2.0,en,CNA,North-America
'1222a7d293',extremes,Flood,#030ba1,wmo,Flashflood Morgan IL Pike IL,2024-02-04T02:39:00+00:00,United States,0.7080954036064575,0.0,2.0,en,CNA,North-America
'dcf57624a4',extremes,Storm,#b3b2b1,wmo,Storm Kosovo i Metohija,2024-02-28T02:38:00+00:00,Serbia,0.708015558485826,0.0,2.0,en,MED,Europe
'1317211c2f',extremes,Snow&Ice,#d60d2b,wmo,Snow Orenburg Region,2024-02-07T02:38:00+00:00,Russian Federation,0.7079897856798834,0.0,2.0,en,ESB,Europe
'b42ca6333d',extremes,Fog,#d60d2b,wmo,Fog Omsk Region,2024-02-23T02:38:00+00:00,Russian Federation,0.7079550775215786,0.0,2.0,en,ESB,Europe
'7a94436702',extremes,Snow&Ice,#d60d2b,wmo,Snow Moscow,2024-02-01T02:41:00+00:00,Russia,0.7079347068246203,0.0,2.0,en,ESB,Europe
'1efa8c37df',extremes,Earthquake,#870007,usgs,Earthquake Chauk,2024-02-14T02:37:00+00:00,Myanmar,0.7078424011503456,0.0,2.0,en,SAS,Asia
'934c88551a',extremes,Storm,#b3b2b1,wmo,Storm Surge Bánovce nad Bebravou,2024-01-25T02:47:00+00:00,Slovakia,0.707839417797995,0.0,2.0,en,WCE,Europe
'8605608d55',extremes,Snow&Ice,#d60d2b,wmo,Snow Vest Telemark,2024-01-29T02:38:00+00:00,Norway,0.7076830277508097,0.0,2.0,en,NEU,Europe
'4b6968a10d',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Potomac Seeley Lake Region,2024-02-16T02:38:00+00:00,United States,0.7075766090120992,0.0,2.0,en,CNA,North-America
'7fe41b191c',extremes,Drought,#edc291,edo,Lack of Rain Eswatini,2024-03-08T02:38:00+00:00,Eswatini,0.7075323148514255,0.0,2.0,en,ESAF,Africa
'5dbf7625c3',extremes,Flood,#030ba1,wmo,Flood Walker,2024-01-24T02:46:00+00:00,United States,0.7074914401021352,0.0,2.0,en,CNA,North-America
'09af9335d9',extremes,Fog,#d60d2b,wmo,Fog Hitchcock Red Willow,2024-01-25T02:47:00+00:00,United States,0.7074577347262454,0.0,2.0,en,CNA,North-America
'ec37cdd4da',extremes,Flood,#030ba1,wmo,Flooding Franklin Morris Titus,2024-01-25T02:47:00+00:00,United States,0.7074399626403749,0.0,2.0,en,CNA,North-America
'5394b3d072',extremes,Flood,#030ba1,wmo,Flooding Gallia,2024-01-26T02:39:00+00:00,United States,0.7073986110561372,0.0,2.0,en,CNA,North-America
'1296011eb8',extremes,Fog,#d60d2b,wmo,Fog Phillips Furnas Harlan Franklin,2024-02-04T02:39:00+00:00,United States,0.7073955377030442,0.0,2.0,en,CNA,North-America
'8f9d9a1789',extremes,Flood,#030ba1,wmo,Flashflood Brown IL,2024-02-05T02:41:00+00:00,United States,0.7073665405958524,0.0,2.0,en,CNA,North-America
'4b201b07d4',extremes,Flood,#030ba1,wmo,Flooding Hinds MS Warren MS,2024-02-19T02:38:00+00:00,United States,0.7073564095513024,0.0,2.0,en,CNA,North-America
'e9f44e5708',extremes,Fog,#d60d2b,wmo,Fog Istocna Srbija,2024-01-30T02:38:00+00:00,Serbia,0.707295441278454,0.0,2.0,en,MED,Europe
'6208fee313',extremes,Flood,#030ba1,wmo,Flashflood De Soto,2024-01-27T02:39:00+00:00,United States,0.707227610368716,0.0,2.0,en,CNA,North-America
'50fc0e7fc3',extremes,Snow&Ice,#d60d2b,wmo,Snow Republic of Khakassia,2024-02-21T02:38:00+00:00,Russia,0.7071758458913847,0.0,2.0,en,ESB,Europe
'e1c2a03cdc',extremes,Earthquake,#870007,usgs,Earthquake San Agustín,2024-01-30T02:37:00+00:00,El Salvador,0.7071006096998497,0.0,2.0,en,SCA,North-America
'e182ea86bb',extremes,Flood,#030ba1,wmo,Flooding Queensland Leichhardt River,2024-02-15T02:38:00+00:00,Australia,0.7070835287443756,0.0,2.0,en,CAU,Oceania
'76201d9f8d',extremes,Storm,#b3b2b1,wmo,Storm Suomenlahden itäosa Merenkurkku,2024-01-21T02:47:00+00:00,Finland,0.7069965175725637,0.0,2.0,en,NEU,Europe
'09b8af5c65',extremes,Earthquake,#870007,usgs,Earthquake Hawaii,2024-02-12T02:37:00+00:00,Hawaii,0.7069224732774996,1.0,3.0,en,NPO,North-America
'c7c86df95e',extremes,Storm,#b3b2b1,meteo,Storm Israel,2024-02-16T02:37:00+00:00,Israel,0.7068311899400652,1.0,2.0,en,MED,Asia
'ed86767233',extremes,Fog,#d60d2b,wmo,Fog Detva,2024-02-16T02:38:00+00:00,Slovakia,0.7067997738349943,0.0,2.0,en,WCE,Europe
'aea307e846',extremes,Snow&Ice,#d60d2b,wmo,Ice Salten,2024-01-29T02:38:00+00:00,Norway,0.7067940588974441,0.0,2.0,en,NEU,Europe
'1c472d780b',extremes,Wildfire,#d60d2b,esawfa,Bushfire Guyana,2024-02-07T02:38:00+00:00,Guyana,0.7067730188056911,0.0,2.0,en,NSA,South-America
'1a0d25a3e4',extremes,Flood,#030ba1,wmo,Flood Dolný Kubín,2024-02-07T02:38:00+00:00,Slovakia,0.7067269470658617,0.0,2.0,en,WCE,Europe
'a6714e0fed',extremes,Snow&Ice,#d60d2b,wmo,Freezing Passage Canal,2024-01-23T02:46:00+00:00,United States,0.70657932821103,0.0,2.0,en,CNA,North-America
'aa1f13f5f8',extremes,Snow&Ice,#d60d2b,wmo,Snow Vitebsk Region,2024-02-18T02:38:00+00:00,Belarus,0.7065791423663005,0.0,2.0,en,WCE,Europe
'0dee0b9f6d',extremes,Storm,#b3b2b1,wmo,Storm Setúbal,2024-03-01T02:41:00+00:00,Portugal,0.7065714537003239,0.0,2.0,en,MED,Europe
'69ab85208b',extremes,Fog,#d60d2b,wmo,Fog Floyd Mitchell,2024-01-29T02:38:00+00:00,United States,0.7065176223924693,0.0,2.0,en,CNA,North-America
'0b93907ee5',extremes,Precipitation,#d60d2b,meteo,Precipitation Bosnia and Herzegovina,2024-02-09T02:38:00+00:00,Bosnia and Herzegovina,0.7065014118667724,0.0,2.0,en,MED,Europe
'6faef84a36',extremes,Flood,#030ba1,wmo,Flood Forsyth GA,2024-02-13T02:38:00+00:00,United States,0.7064680969894556,0.0,2.0,en,CNA,North-America
'427511124a',extremes,Precipitation,#d60d2b,wmo,Rain Prince County P.E.I.,2024-02-29T02:40:00+00:00,Canada,0.7064511936154072,0.0,2.0,en,NEN,North-America
'19a48b0e6f',extremes,Snow&Ice,#d60d2b,wmo,Frost Bristol Bay,2024-02-04T02:39:00+00:00,United States,0.7063766289763544,0.0,2.0,en,CNA,North-America
'a3940a221c',extremes,Storm,#b3b2b1,wmo,Storm Brest Region,2024-02-03T02:38:00+00:00,Belarus,0.7063525540690623,0.0,2.0,en,WCE,Europe
'9d0755cbbf',extremes,Flood,#030ba1,wmo,Flood Arkansas Monroe,2024-01-27T02:39:00+00:00,United States,0.7062920747860281,0.0,2.0,en,CNA,North-America
'833a5e6eda',extremes,Storm,#b3b2b1,wmo,Storm Surge Vardar region,2024-03-04T03:13:00+00:00,North Macedonia,0.7062624638482626,0.0,2.0,en,MED,Europe
'55dc5172a1',extremes,Snow&Ice,#d60d2b,wmo,Frost Nenets Autonomous District,2024-02-01T02:41:00+00:00,Russia,0.7062211595376815,0.0,2.0,en,ESB,Europe
'b23a20decc',extremes,Flood,#030ba1,wmo,Flood Greene Hale Marengo,2024-01-27T02:39:00+00:00,United States,0.7062138516293178,0.0,2.0,en,CNA,North-America
'f29af2fd70',extremes,Flood,#030ba1,wmo,Flashflood Arkansas Monroe,2024-01-29T10:59:00+00:00,United States,0.7061395634103689,0.0,2.0,en,CNA,North-America
'dbbe4a4db2',extremes,Flood,#030ba1,wmo,Flooding Marshall IL Putnam IL,2024-02-02T02:38:00+00:00,United States,0.7060610173054865,0.0,2.0,en,CNA,North-America
'862a69e19b',extremes,Earthquake,#870007,usgs,Earthquake Murindó,2024-02-16T02:37:00+00:00,Colombia,0.7060121391202689,0.0,2.0,en,NWS,South-America
'65f4c9b834',extremes,Drought,#edc291,edo,Dry Spell Guinea Bissau,2024-02-16T02:38:00+00:00,Guinea-Bissau,0.7059712466619222,0.0,2.0,en,WAF,Africa
'f65b9f27af',extremes,Thunderstorm,#53785a,eswd,Hail Croatia,2024-03-03T02:38:00+00:00,Croatia,0.7059556772193799,0.0,2.0,en,MED,Europe
'5e8e4bc5b1',extremes,Flood,#030ba1,wmo,Flooding Greene AL Hale AL Marengo AL,2024-02-12T02:38:00+00:00,United States,0.7059262725815283,0.0,2.0,en,CNA,North-America
'22b70dc206',extremes,Snow&Ice,#d60d2b,wmo,Frost Howe Sound,2024-02-28T02:38:00+00:00,Canada,0.7058243788915108,0.0,2.0,en,NEN,North-America
'9be5282ea1',extremes,Fog,#d60d2b,wmo,Fog Michalovce,2024-02-02T02:38:00+00:00,Slovakia,0.7058107202731777,0.0,2.0,en,WCE,Europe
'c1a4e795eb',extremes,Flood,#030ba1,wmo,Flashflood Pemiscot,2024-01-31T02:38:00+00:00,United States,0.7057871667150813,0.0,2.0,en,CNA,North-America
'ee67546360',extremes,Precipitation,#d60d2b,meteo,Precipitation Bulgaria,2024-01-20T02:44:00+00:00,Bulgaria,0.7057719563081722,0.0,2.0,en,MED,Europe
'443e2b1b43',extremes,Flood,#030ba1,wmo,Flood River Svartån Linköping,2024-02-17T02:39:00+00:00,Sweden,0.7057535329267224,0.0,2.0,en,NEU,Europe
'fa779e7ef4',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Donegal,2024-02-08T02:38:00+00:00,Ireland,0.7057350460166355,0.0,2.0,en,NEU,Europe
'a2ed5fc969',extremes,Flood,#030ba1,wmo,Flashflood Bexar,2024-01-25T02:47:00+00:00,United States,0.7057258035479808,0.0,2.0,en,CNA,North-America
'fd5c2ac328',extremes,Precipitation,#d60d2b,wmo,Torrential Rain Tabuk Region Duba Sharma,2024-02-14T02:38:00+00:00,Saudi Arabia,0.7056953471505772,0.0,2.0,en,ARP,Asia
'3227498ef1',extremes,Snow&Ice,#d60d2b,wmo,Frost Moscow Region,2024-02-12T02:38:00+00:00,Russia,0.7056878264099278,0.0,2.0,en,ESB,Europe
'59b9bc5222',extremes,Snow&Ice,#d60d2b,wmo,Freezing Moscow,2024-02-07T02:38:00+00:00,Russia,0.7056375046304689,0.0,2.0,en,ESB,Europe
'9a9047ebfe',extremes,Drought,#edc291,edo,Drought Iceland,2024-01-20T02:44:00+00:00,Iceland,0.7056302112430144,0.0,2.0,en,GIC,Europe
'485793c16d',extremes,Snow&Ice,#d60d2b,wmo,Freezing Chelyabinsk Region,2024-01-31T02:38:00+00:00,Russian Federation,0.7056132732893139,0.0,2.0,en,ESB,Europe
'8a7ab871d3',extremes,Storm,#b3b2b1,wmo,Storm Cork Kerry,2024-03-04T03:13:00+00:00,Ireland,0.7055721293674427,0.0,2.0,en,NEU,Europe
'1ebd5e886a',extremes,Storm,#b3b2b1,wmo,Storm Eilean Siar Highland,2024-01-28T02:38:00+00:00,United Kingdom,0.7055262095726584,0.0,2.0,en,NEU,Europe
'279ba23966',extremes,Snow&Ice,#d60d2b,wmo,Snow Kemerovo Region,2024-02-06T02:38:00+00:00,Russian Federation,0.7054856119978673,0.0,2.0,en,ESB,Europe
'a58d27ff82',extremes,Tropical Cyclone,#4f4f4f,relief,Tropical Cyclone Reunion,2024-02-01T02:39:00+00:00,Reunion,0.7054564037049472,1.0,2.0,en,SIO,Africa
'76de7ea56d',extremes,Snow&Ice,#d60d2b,wmo,Snow Gomel Region,2024-01-29T02:38:00+00:00,Belarus,0.705409700756728,0.0,2.0,en,WCE,Europe
'4ca965fe5e',extremes,Earthquake,#870007,usgs,Earthquake Sibayo,2024-02-01T02:40:00+00:00,Peru,0.7054008183811111,0.0,2.0,en,SAM,South-America
'3c15282880',extremes,Flood,#030ba1,wmo,Flood Ashley AR Union AR,2024-02-10T02:38:00+00:00,United States,0.7053595204429914,0.0,2.0,en,CNA,North-America
'42487fa38d',extremes,Drought,#edc291,edo,Dryness Russia,2024-02-27T02:38:00+00:00,Russia,0.7053520254569687,0.0,2.0,en,,
'1953d0e6b8',extremes,Flood,#030ba1,wmo,Flood Morgan IL Pike IL,2024-02-03T02:38:00+00:00,United States,0.7053276080357169,0.0,2.0,en,CNA,North-America
'f05a6139b4',extremes,Precipitation,#d60d2b,wmo,Downpour Russia,2024-02-05T02:41:00+00:00,Russia,0.705198643065723,0.0,2.0,en,ESB,Europe
'f16752a1cc',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Southeastern region,2024-01-20T02:44:00+00:00,North Macedonia,0.7051736089939276,0.0,2.0,en,MED,Europe
'5395d4d878',extremes,Flood,#030ba1,wmo,Flooding Hardin Liberty Polk,2024-01-27T02:39:00+00:00,United States,0.7051652939247972,0.0,2.0,en,CNA,North-America
'08e35d7fd5',extremes,Precipitation,#d60d2b,acwe,precipitation New South Wales,2024-01-28T02:39:00+00:00,Australia,0.7051642174528717,0.0,2.0,en,EAU,Oceania
'df035dc3ef',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Tver Region,2024-02-04T02:39:00+00:00,Russian Federation,0.7051607975059404,0.0,2.0,en,ESB,Europe
'9b0be5e406',extremes,Drought,#edc291,edo,Dry Spell Colombia,2024-01-20T02:44:00+00:00,Colombia,0.7051595147241195,0.0,2.0,en,NWS,South-America
'4ba0dd53b4',extremes,Snow&Ice,#d60d2b,wmo,Freezing Western Arctic Coast,2024-02-20T02:38:00+00:00,United States,0.7050962547658596,0.0,2.0,en,CNA,North-America
'571686ae31',extremes,Storm,#b3b2b1,wmo,Storm Surge Northern Baltic,2024-02-24T02:38:00+00:00,Sweden,0.7050486024398036,0.0,2.0,en,NEU,Europe
'b1cb1b9e42',extremes,Flood,#030ba1,wmo,Flashflood Sarangani,2024-01-29T10:59:00+00:00,Philippines,0.7050485270409983,0.0,2.0,en,SEA,Asia
'f46d619561',extremes,Thunderstorm,#53785a,wmo,Hail Fatehpur,2024-02-05T02:41:00+00:00,India,0.704978230829876,0.0,2.0,en,SAS,Asia
'3f1a643f28',extremes,Flood,#030ba1,wmo,Flashflood Queensland Upper Flinders River,2024-01-23T02:46:00+00:00,Australia,0.7049406244193818,0.0,2.0,en,CAU,Oceania
'c78516e29a',extremes,Flood,#030ba1,fema,Maine Severe Storm and Flooding,2024-02-06T02:38:00+00:00,United States,0.7049317790714263,0.0,2.0,en,ENA,North-America
'45695aaa5a',extremes,Earthquake,#870007,usgs,Earthquake La Cruz de Loreto,2024-02-11T02:38:00+00:00,Mexico,0.704810591595144,0.0,2.0,en,NCA,North-America
'193fb8573b',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Xunhua Salar Autonomous County,2024-02-14T02:38:00+00:00,China,0.7047689942408858,0.0,2.0,en,EAS,Asia
'99e45aca8a',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Urserntal,2024-03-04T03:13:00+00:00,Switzerland,0.7047621290984488,0.0,2.0,en,WCE,Europe
'f007756f2c',extremes,Snow&Ice,#d60d2b,wmo,Freezing Blenio,2024-02-10T02:38:00+00:00,Switzerland,0.7046922104223873,0.0,2.0,en,WCE,Europe
'ae2479763f',extremes,Flood,#030ba1,wmo,Flood Calcasieu LA,2024-02-03T02:38:00+00:00,United States,0.7046783615189791,0.0,2.0,en,CNA,North-America
'c2221a5792',extremes,Flood,#030ba1,wmo,Flood Greene Marengo Sumter,2024-01-26T02:39:00+00:00,United States,0.7046622754946378,0.0,2.0,en,CNA,North-America
'4c7fd8a889',extremes,Fog,#d60d2b,wmo,Fog East Makedonia,2024-02-09T02:38:00+00:00,Greece,0.7045997428817116,0.0,2.0,en,MED,Europe
'213ba7df31',extremes,Flood,#030ba1,wmo,Flood Sumter,2024-01-26T02:39:00+00:00,United States,0.7045893919502448,0.0,2.0,en,CNA,North-America
'6a582174e0',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Enontekiö,2024-02-01T02:41:00+00:00,Finland,0.7045754039332184,0.0,2.0,en,NEU,Europe
'8e1246d25b',extremes,Fog,#d60d2b,wmo,Fog Pomorskie Province Lęborski County,2024-02-28T02:38:00+00:00,Poland,0.7045752891166984,0.0,2.0,en,WCE,Europe
'582af971b9',extremes,Earthquake,#870007,usgs,Earthquake Cepitá,2024-02-25T02:39:00+00:00,Colombia,0.7045533952455731,0.0,2.0,en,NWS,South-America
'a60c04b51a',extremes,Fog,#d60d2b,wmo,Fog Bierzo de León,2024-01-25T02:47:00+00:00,Spain,0.7045158813148775,0.0,2.0,en,MED,Europe
'18cd9b37f4',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Switzerland,2024-02-09T02:38:00+00:00,Switzerland,0.7044205023309997,0.0,2.0,en,WCE,Europe
'd2b5043a66',extremes,Cold Wave,#a7e9fa,random,lowest minimum temperature,2024-03-08T07:56:00+00:00,,0.7043490160616424,0.0,2.0,en,,
'8e0946a5f2',extremes,Drought,#edc291,edo,Lack of Rain Estonia,2024-03-01T02:41:00+00:00,Estonia,0.7043069871973904,0.0,2.0,en,NEU,Europe
'97cf4c213d',extremes,Precipitation,#d60d2b,wmo,Torrential Rain Serbia,2024-03-04T03:13:00+00:00,Serbia,0.7042823879222492,0.0,2.0,en,MED,Europe
'5f4343472c',extremes,Flood,#030ba1,wmo,Flood Clarke,2024-01-25T02:47:00+00:00,United States,0.7042694303503829,0.0,2.0,en,CNA,North-America
'52173d7c19',extremes,Snow&Ice,#d60d2b,wmo,Snow Mountain areas in southern Norway,2024-01-26T02:39:00+00:00,Norway,0.7042120108276546,0.0,2.0,en,NEU,Europe
'2609bda0f2',extremes,Snow&Ice,#d60d2b,wmo,Ice Poland,2024-02-18T02:38:00+00:00,Poland,0.7040760372973114,0.0,2.0,en,WCE,Europe
'd36f69058c',extremes,Flood,#030ba1,fema,Flood Maine,2024-01-31T02:37:00+00:00,United States,0.7040383203039042,1.0,2.0,en,ENA,North-America
'20f06c623d',extremes,Snow&Ice,#d60d2b,wmo,Ice Saint Petersburg,2024-02-07T02:38:00+00:00,Russia,0.7040112882841186,0.0,2.0,en,ESB,Europe
'a24794ca4b',extremes,Flood,#030ba1,wmo,Flooding Decatur Hardin,2024-01-26T02:39:00+00:00,United States,0.7039638099846952,0.0,2.0,en,CNA,North-America
'1fa9030c91',extremes,Precipitation,#d60d2b,wmo,Precipitation Norway,2024-01-29T02:38:00+00:00,Norway,0.7039436460635409,0.0,2.0,en,NEU,Europe
'd7d22b3962',extremes,Drought,#edc291,edo,Lack of Rain Nigeria,2024-02-11T02:39:00+00:00,Nigeria,0.7038457917705563,0.0,2.0,en,WAF,Africa
'70e63b76ab',extremes,Fog,#d60d2b,wmo,Fog Backa,2024-01-29T02:38:00+00:00,Serbia,0.703806049375206,0.0,2.0,en,MED,Europe
'e6803dd51a',extremes,Storm,#b3b2b1,wmo,Storm Østjylland,2024-02-23T02:38:00+00:00,Denmark,0.7037906248179688,0.0,2.0,en,NEU,Europe
'ea03a965e9',extremes,Flood,#030ba1,wmo,Flooding Queensland Black River,2024-01-25T02:47:00+00:00,Australia,0.7037594381652438,0.0,2.0,en,CAU,Oceania
'68653e9cdf',extremes,Fog,#d60d2b,wmo,Fog Kysucké Nové Mesto,2024-01-24T02:46:00+00:00,Slovakia,0.7036915198902054,0.0,2.0,en,WCE,Europe
'b368e06a87',extremes,Flood,#030ba1,wmo,Flooding Hardin TX Jefferson TX,2024-02-05T02:41:00+00:00,United States,0.7036801164317625,0.0,2.0,en,CNA,North-America
'c9eeafc900',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Aveiro,2024-02-23T02:38:00+00:00,Portugal,0.7036722234150751,0.0,2.0,en,MED,Europe
'f6b4786699',extremes,Tropical Cyclone,#4f4f4f,aidr,Cyclone Cyclone Steve Queensland,2024-02-03T02:39:00+00:00,,0.7036328576903331,0.0,2.0,en,NAU,Oceania
'6c71c50556',extremes,Snow&Ice,#d60d2b,wmo,Frost Valdez Narrows,2024-01-24T02:46:00+00:00,United States,0.7036075088593632,0.0,2.0,en,CNA,North-America
'a911f66584',extremes,Storm,#b3b2b1,wmo,Storm Surge Sea of Aaland,2024-02-12T02:38:00+00:00,Sweden,0.7035233879088695,0.0,2.0,en,NEU,Europe
'64ff6f2475',extremes,Snow&Ice,#d60d2b,wmo,Snow Hopedale and vicinity,2024-02-16T02:38:00+00:00,Canada,0.703484095079454,0.0,2.0,en,NEN,North-America
'195a6c4a25',extremes,Storm,#b3b2b1,wmo,Storm Surge East of Sakha Republic,2024-01-24T02:46:00+00:00,Russian Federation,0.7034207714611453,0.0,2.0,en,ESB,Europe
'5d8eac8c54',extremes,Storm,#b3b2b1,wmo,Storm Czechia,2024-03-10T02:40:00+00:00,Czechia,0.7033863535536791,0.0,2.0,en,WCE,Europe
'7aa8d7de9a',extremes,Precipitation,#d60d2b,wmo,Torrential Rain Fraser Valley east including Hope,2024-02-25T02:39:00+00:00,Canada,0.703348314998094,0.0,2.0,en,NEN,North-America
'23e64841e8',extremes,Flood,#030ba1,wmo,Flood Pike IL Scott IL,2024-02-07T02:38:00+00:00,United States,0.7033353015464207,0.0,2.0,en,CNA,North-America
'a60313975f',extremes,Flood,#030ba1,wmo,Flooding Kleberg Islands,2024-01-24T02:46:00+00:00,United States,0.7033003201860493,0.0,2.0,en,CNA,North-America
'220661589e',extremes,Drought,#edc291,edo,Dryness Cameroon,2024-01-20T02:44:00+00:00,Cameroon,0.7032987149445461,0.0,2.0,en,CAF,Africa
'a9644cacc7',extremes,Landslide,#572c03,relief,Landslide Peru,2024-03-07T02:37:00+00:00,Peru,0.7032912211836423,0.0,2.0,en,NWS,South-America
'132f0e8a64',extremes,Flood,#030ba1,wmo,Flooding Monroe,2024-01-27T02:39:00+00:00,United States,0.7032368793103653,0.0,2.0,en,CNA,North-America
'e3fd3edd10',extremes,Flood,#030ba1,wmo,Flood Parke IN Vermillion IN Vigo IN,2024-02-03T02:38:00+00:00,United States,0.703201297253175,0.0,2.0,en,CNA,North-America
'2941f776f3',extremes,Storm,#b3b2b1,wmo,Storm Suomenlahden itäosa,2024-01-31T02:38:00+00:00,Finland,0.7031805321411592,0.0,2.0,en,NEU,Europe
'7aae4ff876',extremes,Fog,#d60d2b,wmo,Fog Prešov,2024-02-02T02:38:00+00:00,Slovakia,0.7031642332188588,0.0,2.0,en,WCE,Europe
'87195346b1',extremes,Fog,#d60d2b,wmo,Fog Missoula Bitterroot Valleys,2024-02-01T02:41:00+00:00,United States,0.7031205287744959,0.0,2.0,en,CNA,North-America
'1b3546787d',extremes,Flood,#030ba1,wmo,Flashflood Northern Territory Robinson River,2024-02-15T02:38:00+00:00,Australia,0.7031173682916316,0.0,2.0,en,CAU,Oceania
'57879f769b',extremes,Snow&Ice,#d60d2b,wmo,Snow Kimmirut,2024-03-01T02:41:00+00:00,Canada,0.7030706963655186,0.0,2.0,en,NEN,North-America
'9c7a4379e8',extremes,Flood,#030ba1,wmo,Flood Ocracoke Island,2024-02-08T02:38:00+00:00,United States,0.7030679828147116,0.0,2.0,en,CNA,North-America
'94c58310e3',extremes,Snow&Ice,#d60d2b,wmo,Snow Sanirajak,2024-03-01T02:41:00+00:00,Canada,0.7030649545688075,0.0,2.0,en,NEN,North-America
'7e158d81e2',extremes,Flood,#030ba1,relief,Flooding Venezuela Bolivarian Republic of,2024-03-10T02:39:00+00:00,Venezuela (Bolivarian Republic of),0.7030406522864854,0.0,2.0,en,NSA,South-America
'd92d2dbe23',extremes,Snow&Ice,#d60d2b,wmo,Ice Italy,2024-01-21T02:47:00+00:00,Italy,0.7030098281419777,0.0,2.0,en,MED,Europe
'273bd7080e',extremes,Storm,#b3b2b1,wmo,Storm Surge Viana do Castelo,2024-02-07T02:38:00+00:00,Portugal,0.7030048944227024,0.0,2.0,en,MED,Europe
'94ec68a98c',extremes,Flood,#030ba1,wmo,Flashflood Ashley Chicot,2024-01-24T02:46:00+00:00,United States,0.7028971708745178,0.0,2.0,en,CNA,North-America
'f7407cdebc',extremes,Fog,#d60d2b,wmo,Fog Moscow,2024-02-12T02:38:00+00:00,Russia,0.7028607241113518,0.0,2.0,en,ESB,Europe
'8e5bf5408d',extremes,Fog,#d60d2b,wmo,Fog Valley Greeley Sherman,2024-02-02T02:38:00+00:00,United States,0.7028524579102623,0.0,2.0,en,CNA,North-America
'cf6843b4bb',extremes,Snow&Ice,#d60d2b,wmo,Freezing Kugluktuk,2024-03-04T03:13:00+00:00,Canada,0.7028375750145026,0.0,2.0,en,NEN,North-America
'e423de752d',extremes,Flood,#030ba1,wmo,Flashflood Decatur Hardin,2024-01-28T02:38:00+00:00,United States,0.7028258583989276,0.0,2.0,en,CNA,North-America
'57d00fa32b',extremes,Snow&Ice,#d60d2b,wmo,Frost Utenos apskritis,2024-02-09T02:38:00+00:00,Lithuania,0.7027774527388304,0.0,2.0,en,WCE,Europe
'7c97ac7d7c',extremes,Snow&Ice,#d60d2b,wmo,Freezing Maderanertal,2024-03-02T02:38:00+00:00,Switzerland,0.7026672499360361,0.0,2.0,en,WCE,Europe
'0b533a230a',extremes,Precipitation,#d60d2b,relief,Torrential Rain Sri Lanka,2024-01-21T02:46:00+00:00,Sri Lanka,0.7026642189414455,0.0,2.0,en,BOB,Asia
'a1813eda52',extremes,Fog,#d60d2b,wmo,Fog Kosovo i Metohija,2024-01-29T02:38:00+00:00,Serbia,0.702654983441853,0.0,2.0,en,MED,Europe
