index,module,topic,color,feed,term,created,country,ratio,counter,pages,language,ipcc,continent
'3bc17a05d1',extremes,Precipitation,#d60d2b,wmo,Rain Sarajevo,2024-02-10T02:38:00+00:00,Bosnia and Herzegovina,0.5349159221092077,0.0,2.0,en,MED,Europe
'fbb2ef4e05',extremes,Precipitation,#d60d2b,wmo,Torrential Rain Suroeste de A Coruña,2024-02-08T02:38:00+00:00,Spain,0.5349099486040818,0.0,2.0,en,MED,Europe
'31d0538fa7',extremes,Fog,#d60d2b,wmo,Fog Zhaosu County,2024-02-14T02:38:00+00:00,China,0.5349001406974654,0.0,2.0,en,EAS,Asia
'24d3949cc1',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Zhangbei County,2024-02-29T02:40:00+00:00,China,0.5348767912158293,0.0,2.0,en,EAS,Asia
'bb07fa360d',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Yicheng County,2024-02-20T02:38:00+00:00,China,0.5348646041311591,0.0,2.0,en,EAS,Asia
'e4e33acc99',extremes,Flood,#030ba1,wmo,Flooding Iroquois,2024-01-31T02:38:00+00:00,United States,0.5348537248462536,0.0,2.0,en,CNA,North-America
'd4a2357fad',extremes,Earthquake,#870007,usgs,Earthquake Culaman,2024-03-07T02:37:00+00:00,Philippines,0.5348515705137182,0.0,2.0,en,SEA,Asia
'c45f1a906c',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Zhangjiagang City,2024-03-06T02:37:00+00:00,China,0.5348393477222259,0.0,2.0,en,EAS,Asia
'4b17ee0b10',extremes,Cold Wave,#a7e9fa,wmo,Freezing Fengcheng,2024-02-21T02:38:00+00:00,China,0.5348208761535297,0.0,2.0,en,EAS,Asia
'83f94945bc',extremes,Flood,#030ba1,wmo,Flood Southern Leyte,2024-01-31T02:38:00+00:00,Philippines,0.5347404642912834,0.0,2.0,en,SEA,Asia
'332f7d8ee0',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Jiangling County,2024-02-03T02:38:00+00:00,China,0.5347154645929694,0.0,2.0,en,EAS,Asia
'568378a997',extremes,Storm,#b3b2b1,wmo,Storm Surge Huinong District,2024-02-09T02:38:00+00:00,China,0.5346538918677275,0.0,2.0,en,EAS,Asia
'8116de6ef4',extremes,Snow&Ice,#d60d2b,wmo,Snow Tianyuan District,2024-02-05T02:41:00+00:00,China,0.5346353069013666,0.0,2.0,en,EAS,Asia
'a2c17f94cd',extremes,Snow&Ice,#d60d2b,wmo,Freezing Sunan Yugur Autonomous County,2024-02-03T02:38:00+00:00,China,0.5346202694196732,0.0,2.0,en,EAS,Asia
'a978cec83a',extremes,Precipitation,#d60d2b,meteo,Rain Flood Slovakia,2024-02-23T02:38:00+00:00,Slovakia,0.5346077626958947,0.0,2.0,en,WCE,Europe
'548bcaf393',extremes,Precipitation,#d60d2b,wmo,Rain Emilia e Romagna,2024-02-10T02:38:00+00:00,Italy,0.5345925436909078,0.0,2.0,en,MED,Europe
'4a7d8eb505',extremes,Snow&Ice,#d60d2b,wmo,Frost Binzhou City,2024-02-05T02:41:00+00:00,China,0.5345766409846852,0.0,2.0,en,EAS,Asia
'054e8b2f06',extremes,Snow&Ice,#d60d2b,wmo,Frost Pingyao County,2024-02-04T02:39:00+00:00,China,0.5345548065277206,0.0,2.0,en,EAS,Asia
'0d88b75fda',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Dong Autonomous County of passage,2024-02-24T02:38:00+00:00,China,0.5345070541493193,0.0,2.0,en,EAS,Asia
'1cec1a60ed',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Xishui County,2024-02-20T02:38:00+00:00,China,0.5345058062722589,0.0,2.0,en,EAS,Asia
'bfcd375290',extremes,Cold Wave,#a7e9fa,wmo,Freezing Dalian,2024-02-19T02:38:00+00:00,China,0.5345050416463255,0.0,2.0,en,EAS,Asia
'36566b01ce',extremes,Flood,#030ba1,wmo,Flashflood Hardin Jasper Jefferson Orange,2024-01-29T02:38:00+00:00,United States,0.5343907444741246,0.0,2.0,en,CNA,North-America
'd783c27979',extremes,Drought,#edc291,edo,Dry Spell Cuba,2024-03-09T02:39:00+00:00,Cuba,0.5343469004708263,0.0,2.0,en,CAR,North-America
'523432b02a',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Pingjiang County,2024-02-05T02:41:00+00:00,China,0.5343408125788729,0.0,2.0,en,EAS,Asia
'20649ad1fd',extremes,Fog,#d60d2b,wmo,Fog Nehe City,2024-02-13T02:38:00+00:00,China,0.5343276751283794,0.0,2.0,en,EAS,Asia
'c06b9e35a0',extremes,Snow&Ice,#d60d2b,wmo,Freezing Shenchi County,2024-02-01T02:41:00+00:00,China,0.5342977986468427,0.0,2.0,en,EAS,Asia
'db45e8a4cb',extremes,Cold Wave,#a7e9fa,wmo,Freezing Wen an County,2024-02-20T02:38:00+00:00,China,0.5342714149687569,0.0,2.0,en,EAS,Asia
'fa21c0f56d',extremes,Snow&Ice,#d60d2b,wmo,Snow Yijinhuoluo,2024-02-21T02:38:00+00:00,China,0.5342686028543817,0.0,2.0,en,EAS,Asia
'82da513c32',extremes,Earthquake,#870007,usgs,Earthquake Nanao,2024-02-16T02:37:00+00:00,Japan,0.534265104088963,0.0,2.0,en,EAS,Asia
'c543498d0a',extremes,Fog,#d60d2b,wmo,Fog Jianli,2024-02-11T02:38:00+00:00,China,0.5342275698953102,0.0,2.0,en,EAS,Asia
'1c43bbd167',extremes,Storm,#b3b2b1,wmo,Storm Surge Xinghai County,2024-02-09T02:38:00+00:00,China,0.5342125689982237,0.0,2.0,en,EAS,Asia
'f8868b7311',extremes,Snow&Ice,#d60d2b,wmo,Frost Songzi City,2024-02-04T02:39:00+00:00,China,0.5341706801483637,0.0,2.0,en,EAS,Asia
'6ef449a924',extremes,Drought,#edc291,edo,Dryness Georgia,2024-02-08T02:38:00+00:00,Georgia,0.5341703128343183,0.0,2.0,en,WCA,Asia
'd6da340c0e',extremes,Cold Wave,#a7e9fa,wmo,Freezing Huarong County,2024-02-20T02:38:00+00:00,China,0.5341331544454742,0.0,2.0,en,EAS,Asia
'5b5e54e2c4',extremes,Tropical Cyclone,#4f4f4f,eonet,Hurricane Fernanda,2023-08-13T00:00:0+00:00,,0.5341032583127427,0.0,2.0,en,NPO,Pacific Ocean
'e4ecca9547',extremes,Snow&Ice,#d60d2b,wmo,Ice Nanzhao County,2024-02-22T02:38:00+00:00,China,0.5340791653054577,0.0,2.0,en,EAS,Asia
'9df01e2f8a',extremes,Fog,#d60d2b,wmo,Fog Gaotang County,2024-02-10T02:38:00+00:00,China,0.5340708083460178,0.0,2.0,en,EAS,Asia
'6660f309b4',extremes,Precipitation,#d60d2b,wmo,Rain Perm Krai,2024-02-29T02:40:00+00:00,Russian Federation,0.5339884904485057,0.0,2.0,en,ESB,Europe
'f58a7f1229',extremes,Precipitation,#d60d2b,meteo,Rain Switzerland,2024-03-02T02:38:00+00:00,Switzerland,0.5339485087635114,0.0,2.0,en,WCE,Europe
'94459ed6da',extremes,Cold Wave,#a7e9fa,wmo,Freezing wuzhong district,2024-03-06T02:37:00+00:00,China,0.5339256101731658,0.0,2.0,en,EAS,Asia
'3737c8389a',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Zongyang County,2024-02-21T02:38:00+00:00,China,0.5339126281826821,0.0,2.0,en,EAS,Asia
'b0ec1630d2',extremes,Flood,#030ba1,wmo,Flood Vestlandet,2024-02-03T02:38:00+00:00,Norway,0.5339101184860496,0.0,2.0,en,NEU,Europe
'cda41e8401',extremes,Fog,#d60d2b,wmo,Fog Zhuanghe City,2024-02-13T02:38:00+00:00,China,0.5339031695134293,0.0,2.0,en,EAS,Asia
'3730bc3f16',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Lingchuan County,2024-01-26T02:39:00+00:00,China,0.5339012856853299,0.0,2.0,en,EAS,Asia
'ed7cd29a1b',extremes,Earthquake,#870007,usgs,Earthquake Makabe,2024-02-11T02:38:00+00:00,Japan,0.5338827208885958,0.0,2.0,en,EAS,Asia
'dc196ede00',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Tsu City,2024-02-24T02:38:00+00:00,China,0.5338542043121134,0.0,2.0,en,EAS,Asia
'11bcb13ca7',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Xinhua District,2024-02-19T02:38:00+00:00,China,0.5338530228738129,0.0,2.0,en,EAS,Asia
'5b7da97931',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Qinglong,2024-02-19T02:38:00+00:00,China,0.533846674406962,0.0,2.0,en,EAS,Asia
'279f412539',extremes,Snow&Ice,#d60d2b,wmo,Ice Jishan County,2024-02-01T02:41:00+00:00,China,0.5337973640590022,0.0,2.0,en,EAS,Asia
'0efcc386d8',extremes,Snow&Ice,#d60d2b,wmo,Ice QUANNAN County,2024-01-24T02:46:00+00:00,China,0.5337838415774655,0.0,2.0,en,EAS,Asia
'1e25861ed5',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Junan County,2024-02-19T02:38:00+00:00,China,0.5337741264500236,0.0,2.0,en,EAS,Asia
'fe678b0516',extremes,Thunderstorm,#53785a,wmo,Severe Weather Yangxin County,2024-02-03T02:38:00+00:00,China,0.5337523630585723,0.0,2.0,en,EAS,Asia
'd4d57013dc',extremes,Cold Wave,#a7e9fa,wmo,Freezing Jingxing County,2024-02-20T02:38:00+00:00,China,0.5337175849351551,0.0,2.0,en,EAS,Asia
'386d94c71b',extremes,Fog,#d60d2b,wmo,Fog Jiangling County,2024-02-12T02:38:00+00:00,China,0.5337172067029367,0.0,2.0,en,EAS,Asia
'aa7ca2a604',extremes,Snow&Ice,#d60d2b,wmo,Snow Tongjiang County,2024-01-24T02:46:00+00:00,China,0.5336816435949162,0.0,2.0,en,EAS,Asia
'e14b62a8b4',extremes,Fog,#d60d2b,wmo,Fog Shehong City,2024-02-10T02:38:00+00:00,China,0.5336389525465346,0.0,2.0,en,EAS,Asia
'5702d2be66',extremes,Fog,#d60d2b,wmo,Fog Fengkai County,2024-02-11T02:38:00+00:00,China,0.5335676246519521,0.0,2.0,en,EAS,Asia
'168999344e',extremes,Drought,#edc291,edo,Dryness Sierra Leone,2024-02-29T02:40:00+00:00,Sierra Leone,0.5335203824005281,0.0,2.0,en,WAF,Africa
'52f656caf1',extremes,Cold Wave,#a7e9fa,wmo,Freezing Songzi City,2024-02-01T02:41:00+00:00,China,0.5335066303931302,0.0,2.0,en,EAS,Asia
'fcac06b615',extremes,Thunderstorm,#53785a,wmo,Hail Nandan County,2024-02-29T02:40:00+00:00,China,0.5334877163897316,0.0,2.0,en,EAS,Asia
'fc30a468e7',extremes,Thunderstorm,#53785a,wmo,Severe Weather Zhushan District,2024-03-05T02:38:00+00:00,China,0.5334438279647105,0.0,2.0,en,EAS,Asia
'45b4e080cc',extremes,Cold Wave,#a7e9fa,wmo,Freezing Hengnan County,2024-02-20T02:38:00+00:00,China,0.5334175926363576,0.0,2.0,en,EAS,Asia
'15c33f5ead',extremes,Cold Wave,#a7e9fa,wmo,Freezing Jiang an District,2024-02-01T02:41:00+00:00,China,0.5333775443756643,0.0,2.0,en,EAS,Asia
'685368ac8f',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Qianyang County,2024-02-21T02:38:00+00:00,China,0.533305348217241,0.0,2.0,en,EAS,Asia
'80733d3fef',extremes,Fog,#d60d2b,wmo,Fog Xiangxi Economic District,2024-02-14T02:38:00+00:00,China,0.533296150607289,0.0,2.0,en,EAS,Asia
'184397cc1c',extremes,Earthquake,#870007,usgs,Earthquake Bacolod,2024-02-07T02:37:00+00:00,Philippines,0.5332893323799098,0.0,2.0,en,SEA,Asia
'a8a1e1c7b9',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Antu County,2024-02-19T02:38:00+00:00,China,0.5332647951158043,0.0,2.0,en,EAS,Asia
'f2f37cb268',extremes,Precipitation,#d60d2b,wmo,Downpour Sardegna,2024-02-25T02:39:00+00:00,Italy,0.5332425186364038,0.0,2.0,en,MED,Europe
'bcab860f33',extremes,Cold Wave,#a7e9fa,wmo,Freezing Zhengding County,2024-02-19T02:38:00+00:00,China,0.53321757397819,0.0,2.0,en,EAS,Asia
'a5e9ec6700',extremes,Snow&Ice,#d60d2b,wmo,Freezing Xixian County,2024-02-02T02:38:00+00:00,China,0.533206775874488,0.0,2.0,en,EAS,Asia
'dbe1789e9d',extremes,Cold Wave,#a7e9fa,wmo,Freezing Juancheng County,2024-02-19T02:38:00+00:00,China,0.533187755739403,0.0,2.0,en,EAS,Asia
'd6efcfccd0',extremes,Precipitation,#d60d2b,wmo,Rain Sur de Ávila,2024-03-07T02:38:00+00:00,Spain,0.5331648260925544,0.0,2.0,en,MED,Europe
'88443cc468',extremes,Thunderstorm,#53785a,wmo,Hail Suichuan County,2024-02-21T02:38:00+00:00,China,0.533161792594791,0.0,2.0,en,EAS,Asia
'dfa8239955',extremes,Snow&Ice,#d60d2b,wmo,Snow Macheng,2024-02-10T02:38:00+00:00,China,0.533140347150717,0.0,2.0,en,EAS,Asia
'ffe6452201',extremes,Snow&Ice,#d60d2b,wmo,Freezing Ruoergai County,2024-02-05T02:41:00+00:00,China,0.5331238897682358,0.0,2.0,en,EAS,Asia
'6d2db5a173',extremes,Snow&Ice,#d60d2b,wmo,Snow Flathead MT,2024-02-26T02:40:00+00:00,United States,0.5331145760287925,0.0,2.0,en,CNA,North-America
'597e3a8baf',extremes,Storm,#b3b2b1,wmo,Storm Liuyehu Tourist District,2024-02-20T02:38:00+00:00,China,0.5330947202642506,0.0,2.0,en,EAS,Asia
'0574f31c0e',extremes,Fog,#d60d2b,wmo,Fog Qixian County,2024-01-31T02:38:00+00:00,China,0.5330523890605661,0.0,2.0,en,EAS,Asia
'2ea666c548',extremes,Cold Wave,#a7e9fa,wmo,Freezing Quanjiao County,2024-02-15T02:38:00+00:00,China,0.5330239870981553,0.0,2.0,en,EAS,Asia
'54f43d1c54',extremes,Wildfire,#d60d2b,wmo,Wildfire Yao Autonomous County of Ruyuan,2024-02-13T02:38:00+00:00,China,0.5329563919481047,0.0,2.0,en,EAS,Asia
'a89d904a2e',extremes,Flood,#030ba1,wmo,Flashflood Dallas,2024-01-25T02:47:00+00:00,United States,0.5329348008068856,0.0,2.0,en,CNA,North-America
'2db44d4a85',extremes,Storm,#b3b2b1,wmo,Storm Surge Yicheng City,2024-02-20T02:38:00+00:00,China,0.5329092947867015,0.0,2.0,en,EAS,Asia
'0c747a89b1',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Gaolan County,2024-02-24T02:38:00+00:00,China,0.5328988014734775,0.0,2.0,en,EAS,Asia
'5378ce96f3',extremes,Cold Wave,#a7e9fa,wmo,Freezing Wangkui County,2024-02-18T02:38:00+00:00,China,0.5328968224258243,0.0,2.0,en,EAS,Asia
'7ef0e987ea',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Yongnian District,2024-02-19T02:38:00+00:00,China,0.5328872991971768,0.0,2.0,en,EAS,Asia
'502ee99675',extremes,Thunderstorm,#53785a,wmo,Severe Weather Laifeng County,2024-02-03T02:38:00+00:00,China,0.5328711472231754,0.0,2.0,en,EAS,Asia
'7f234c977a',extremes,Thunderstorm,#53785a,wmo,Severe Weather Yongxiu County,2024-02-04T02:39:00+00:00,China,0.5328493385251586,0.0,2.0,en,EAS,Asia
'471da03e0c',extremes,Earthquake,#870007,usgs,Earthquake Solsona,2024-01-28T02:37:00+00:00,Philippines,0.5328419668896698,0.0,2.0,en,SEA,Asia
'b72002c1b4',extremes,Snow&Ice,#d60d2b,wmo,Freezing Pacification County,2024-02-03T02:38:00+00:00,China,0.5328372153548564,0.0,2.0,en,EAS,Asia
'7780914144',extremes,Fog,#d60d2b,wmo,Fog Anhua County,2024-02-11T02:38:00+00:00,China,0.5327989582816528,0.0,2.0,en,EAS,Asia
'0e396d800e',extremes,Thunderstorm,#53785a,wmo,Hail Nayong County,2024-02-04T02:39:00+00:00,China,0.532757615521828,0.0,2.0,en,EAS,Asia
'0a1ba8be61',extremes,Thunderstorm,#53785a,wmo,Severe Weather Tuyun City,2024-02-04T02:39:00+00:00,China,0.5327550203886814,0.0,2.0,en,EAS,Asia
'ae2a354c81',extremes,Precipitation,#d60d2b,wmo,Rain Toscana,2024-02-27T02:38:00+00:00,Italy,0.5327228993339657,0.0,2.0,en,MED,Europe
'3c040b0bf4',extremes,Storm,#b3b2b1,wmo,Storm Surge Pengyang,2024-02-10T02:38:00+00:00,China,0.5326916310275661,0.0,2.0,en,EAS,Asia
'6d7c6d3bbb',extremes,Fog,#d60d2b,wmo,Fog Ding an County,2024-02-14T02:38:00+00:00,China,0.5326777651383107,0.0,2.0,en,EAS,Asia
'9f97e92cbb',extremes,Fog,#d60d2b,wmo,Fog Le County,2024-02-11T02:38:00+00:00,China,0.532643648747837,0.0,2.0,en,EAS,Asia
'c9ce56c9ea',extremes,Snow&Ice,#d60d2b,wmo,Snow Xiayi County,2024-02-03T02:38:00+00:00,China,0.5326423521037363,0.0,2.0,en,EAS,Asia
'19220fade7',extremes,Precipitation,#d60d2b,wmo,Rain Zvolen,2024-03-10T02:40:00+00:00,Slovakia,0.5326333558451577,0.0,2.0,en,WCE,Europe
'1caf0cf259',extremes,Cold Wave,#a7e9fa,wmo,Freezing longzihu district,2024-02-19T02:38:00+00:00,China,0.5326091580254733,0.0,2.0,en,EAS,Asia
'3fa23ebf80',extremes,Earthquake,#870007,usgs,Earthquake Cabodiongan,2024-02-15T02:38:00+00:00,Philippines,0.5325736946806718,0.0,2.0,en,SEA,Asia
'affb06b64e',extremes,Earthquake,#870007,usgs,Earthquake Harrison,2024-02-01T02:40:00+00:00,Philippines,0.5325494769925183,0.0,2.0,en,SEA,Asia
'bc82afb7ae',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Jingde County,2024-02-21T02:38:00+00:00,China,0.5325465250552723,0.0,2.0,en,EAS,Asia
'fc9151f278',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Zhuhui District,2024-02-20T02:38:00+00:00,China,0.5325140216782657,0.0,2.0,en,EAS,Asia
'8203a1bfb5',extremes,Fog,#d60d2b,wmo,Fog Taojiang County,2024-01-31T02:38:00+00:00,China,0.5324947225778885,0.0,2.0,en,EAS,Asia
'2db28ade84',extremes,Snow&Ice,#d60d2b,wmo,Snow Yushu,2024-01-31T02:38:00+00:00,China,0.5324075821276882,0.0,2.0,en,EAS,Asia
'8336633261',extremes,Earthquake,#870007,usgs,Earthquake Caburan,2024-02-11T02:38:00+00:00,Philippines,0.5323632992811469,0.0,2.0,en,SEA,Asia
'73c413cc7f',extremes,Cold Wave,#a7e9fa,wmo,Freezing Dongming County,2024-02-20T02:38:00+00:00,China,0.5323388113782356,0.0,2.0,en,EAS,Asia
'6e6cadab66',extremes,Earthquake,#870007,usgs,Earthquake Parapat,2024-03-10T02:39:00+00:00,Indonesia,0.532246162011119,0.0,2.0,en,SEA,Asia
'c0b88be557',extremes,Flood,#030ba1,wmo,Flashflood Olomoucký kraj Šumperk,2024-02-10T02:38:00+00:00,Czechia,0.5322181229221622,0.0,2.0,en,WCE,Europe
'2d6030ee84',extremes,Fog,#d60d2b,wmo,Fog Shenxian,2024-02-10T02:38:00+00:00,China,0.5322132249973797,0.0,2.0,en,EAS,Asia
'405f69a348',extremes,Thunderstorm,#53785a,wmo,Hail Statewide County,2024-02-21T02:38:00+00:00,China,0.5322066728971074,0.0,2.0,en,EAS,Asia
'958b26f7cc',extremes,Wildfire,#d60d2b,wmo,Wildfire huicheng district,2024-02-11T02:38:00+00:00,China,0.5321984856568109,0.0,2.0,en,EAS,Asia
'3b0726478b',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Xingan,2024-02-29T02:40:00+00:00,China,0.5321968691818966,0.0,2.0,en,EAS,Asia
'4c2379d083',extremes,Storm,#b3b2b1,wmo,Storm Surge Jianshui County,2024-02-05T02:41:00+00:00,China,0.5321968638092875,0.0,2.0,en,EAS,Asia
'8d47c3f872',extremes,Snow&Ice,#d60d2b,wmo,Freezing Luohe City,2024-02-23T02:38:00+00:00,China,0.5321728474202276,0.0,2.0,en,EAS,Asia
'92d00b685f',extremes,Snow&Ice,#d60d2b,wmo,Snow Shaoshan City,2024-02-23T02:38:00+00:00,China,0.5321621203931008,0.0,2.0,en,EAS,Asia
'6a3c9a7b96',extremes,Snow&Ice,#d60d2b,wmo,Freezing honghu city,2024-02-08T02:38:00+00:00,China,0.5321532687046551,0.0,2.0,en,EAS,Asia
'4dfb6b675c',extremes,Thunderstorm,#53785a,wmo,Hail Yongxin County,2024-02-21T02:38:00+00:00,China,0.5321124398554877,0.0,2.0,en,EAS,Asia
'8113af24aa',extremes,Fog,#d60d2b,wmo,Fog Yuhang District,2024-01-31T02:38:00+00:00,China,0.5320780279957222,0.0,2.0,en,EAS,Asia
'c9c2da088e',extremes,Snow&Ice,#d60d2b,wmo,Avalanche Chongren County,2024-02-24T02:38:00+00:00,China,0.5320089113580745,0.0,2.0,en,EAS,Asia
'58878e61e1',extremes,Earthquake,#870007,usgs,Earthquake Blitar,2024-02-16T02:37:00+00:00,Indonesia,0.5319733679293012,0.0,2.0,en,SEA,Asia
'dde6464a90',extremes,Precipitation,#d60d2b,wmo,Downpour Centro de Navarra,2024-02-26T02:40:00+00:00,Spain,0.5319698542330449,0.0,2.0,en,MED,Europe
'2245e8af5f',extremes,Precipitation,#d60d2b,wmo,Torrential Rain Central y Valles Mineros,2024-02-26T02:40:00+00:00,Spain,0.5318558620162526,0.0,2.0,en,MED,Europe
'fb0fc8517a',extremes,Cold Wave,#a7e9fa,wmo,Freezing Fuping County,2024-02-22T02:38:00+00:00,China,0.5318453017073226,0.0,2.0,en,EAS,Asia
'c902bd37ff',extremes,Wildfire,#d60d2b,esawfa,Bushfire Mali,2024-02-24T02:39:00+00:00,Mali,0.5318411228441478,0.0,2.0,en,WAF,Africa
'4b93af8be1',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Zhucheng,2024-02-19T02:38:00+00:00,China,0.5318153701546013,0.0,2.0,en,EAS,Asia
'f2257af696',extremes,Thunderstorm,#53785a,wmo,Thunderstorm Puding County,2024-02-04T02:39:00+00:00,China,0.5317704776921126,0.0,2.0,en,EAS,Asia
'80cabf04fd',extremes,Fog,#d60d2b,wmo,Fog Luodian County,2024-02-01T02:41:00+00:00,China,0.5317478073676934,0.0,2.0,en,EAS,Asia
'f46dd9e0f1',extremes,Storm,#b3b2b1,wmo,Storm Surge Xiangshan County,2024-02-02T02:38:00+00:00,China,0.5316674300657571,0.0,2.0,en,EAS,Asia
'46928cd952',extremes,Flood,#030ba1,wmo,Flooding Tvrdošín,2024-02-07T02:38:00+00:00,Slovakia,0.5316643855168612,0.0,2.0,en,WCE,Europe
'2f6a4735e7',extremes,Storm,#b3b2b1,wmo,Storm Zhongning County,2024-02-09T02:38:00+00:00,China,0.5316502295710299,0.0,2.0,en,EAS,Asia
'03c7420d1c',extremes,Fog,#d60d2b,wmo,Fog Datian County,2024-01-31T02:38:00+00:00,China,0.5316481142986739,0.0,2.0,en,EAS,Asia
'75083bed64',extremes,Snow&Ice,#d60d2b,wmo,Frost Zhengzhou City,2024-02-03T02:38:00+00:00,China,0.531628278985633,0.0,2.0,en,EAS,Asia
'f771bfd532',extremes,Storm,#b3b2b1,wmo,Storm Ribera del Ebro de Navarra,2024-02-12T02:38:00+00:00,Spain,0.5316229731547374,0.0,2.0,en,MED,Europe
'59dbdf78a1',extremes,Wildfire,#d60d2b,acwe,wildfire Queensland,2024-03-04T03:14:00+00:00,Australia,0.5315881715776448,0.0,2.0,en,CAU,Oceania
'36ed8d052b',extremes,Thunderstorm,#53785a,wmo,Severe Weather Gongan County,2024-02-03T02:38:00+00:00,China,0.5315087345737394,0.0,2.0,en,EAS,Asia
'a6758170db',extremes,Fog,#d60d2b,wmo,Fog Tianquan County,2024-02-10T02:38:00+00:00,China,0.5314823989000994,0.0,2.0,en,EAS,Asia
'f493aa0ef0',extremes,Drought,#edc291,edo,Dry Spell Norway,2024-02-12T02:38:00+00:00,Norway,0.5314820819614604,0.0,2.0,en,NEU,Europe
'336d6e39e2',extremes,Drought,#edc291,acwe,dry spell Western Australia,2024-01-28T02:39:00+00:00,Australia,0.531406076234958,0.0,2.0,en,CAU,Oceania
'd13a177476',extremes,Wildfire,#d60d2b,esawfa,Bushfire Iran,2024-02-11T02:39:00+00:00,Iran,0.5313997540750192,0.0,2.0,en,WCA,Asia
'bc12d1622f',extremes,Snow&Ice,#d60d2b,wmo,Ice Jingchuan County,2024-02-24T02:38:00+00:00,China,0.5313383699886968,0.0,2.0,en,EAS,Asia
'f69c3416e5',extremes,Snow&Ice,#d60d2b,wmo,Frost Xiling District,2024-02-03T02:38:00+00:00,China,0.5313081100970102,0.0,2.0,en,EAS,Asia
'0f29dd0ed7',extremes,Snow&Ice,#d60d2b,wmo,Freezing Suqian City,2024-02-05T02:41:00+00:00,China,0.5313051691649516,0.0,2.0,en,EAS,Asia
'5dd04a4747',extremes,Thunderstorm,#53785a,wmo,Hail Shitai County,2024-02-21T02:38:00+00:00,China,0.5312436409280709,0.0,2.0,en,EAS,Asia
'df70ce18e1',extremes,Thunderstorm,#53785a,wmo,Hail Xilin County,2024-02-29T02:40:00+00:00,China,0.5311770234334192,0.0,2.0,en,EAS,Asia
'f0e52963c6',extremes,Wildfire,#d60d2b,esawfa,Wildfire United Arab Emirates,2024-03-11T02:39:00+00:00,United Arab Emirates,0.5311663032850023,0.0,2.0,en,ARP,Asia
'0814d7bdf3',extremes,Drought,#edc291,edo,Dryness Philippines,2024-02-25T02:39:00+00:00,Philippines,0.5311603415786494,0.0,2.0,en,SEA,Asia
'8a90af7102',extremes,Snow&Ice,#d60d2b,wmo,Freezing Yuzhong County,2024-02-04T02:39:00+00:00,China,0.5311393375809714,0.0,2.0,en,EAS,Asia
'd051da59ed',extremes,Cold Wave,#a7e9fa,wmo,Freezing Yuzhou City,2024-02-19T02:38:00+00:00,China,0.5311350355830133,0.0,2.0,en,EAS,Asia
'72406232b7',extremes,Cold Wave,#a7e9fa,wmo,Freezing Taierzhuang District,2024-02-21T02:38:00+00:00,China,0.5310483002836012,0.0,2.0,en,EAS,Asia
'd75d916c72',extremes,Fog,#d60d2b,wmo,Fog Jingshan,2024-02-11T02:38:00+00:00,China,0.5310102087264925,0.0,2.0,en,EAS,Asia
'5a76524465',extremes,Wildfire,#d60d2b,esawfa,Bushfire Thailand,2024-02-11T02:39:00+00:00,Thailand,0.5309720177239557,0.0,2.0,en,SEA,Asia
'a3a99a56d0',extremes,Thunderstorm,#53785a,wmo,Hail Jin an District,2024-02-21T02:38:00+00:00,China,0.5309708477329322,0.0,2.0,en,EAS,Asia
'b71467c171',extremes,Snow&Ice,#d60d2b,wmo,Snow Changxing County,2024-02-24T02:38:00+00:00,China,0.5309155042947643,0.0,2.0,en,EAS,Asia
'dd02d85fa5',extremes,Cold Wave,#a7e9fa,wmo,Cold Wave Lengshuitan District,2024-02-21T02:38:00+00:00,China,0.5309106270251359,0.0,2.0,en,EAS,Asia
'ef436a64f5',extremes,Cold Wave,#a7e9fa,wmo,Freezing Xuanhua District,2024-02-19T02:38:00+00:00,China,0.5308766394478899,0.0,2.0,en,EAS,Asia
'c69f9e56fc',extremes,Thunderstorm,#53785a,wmo,Hail Huangpi District,2024-02-21T02:38:00+00:00,China,0.5308668096547734,0.0,2.0,en,EAS,Asia
'1e5dc0cc78',extremes,Precipitation,#d60d2b,wmo,Rain Calabria,2024-02-27T02:38:00+00:00,Italy,0.5308635219208948,0.0,2.0,en,MED,Europe
